bin.1	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.10	Archaea;Euryarchaeota;Halobacteria
bin.11	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales
bin.12	Bacteria;FCB group;Bacteroidetes;Bacteroidetes;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Salinibacter
bin.13	Bacteria;FCB group;Bacteroidetes;Bacteroidetes;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Salinibacter
bin.14	Archaea;Euryarchaeota;Halobacteria
bin.15	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.16	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.18	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.19	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae
bin.2	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.20	Archaea;Euryarchaeota;Halobacteria
bin.21	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.22	Archaea;Euryarchaeota;Halobacteria
bin.23	Archaea;Euryarchaeota;Halobacteria
bin.24	Archaea;Euryarchaeota;Halobacteria
bin.25	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.26	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.27	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.28	Archaea;Euryarchaeota;Halobacteria
bin.29	Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae
bin.3	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.30	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.31	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.32	Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria
bin.33	Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae
bin.34	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales
bin.35	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.36	Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae
bin.37	Archaea;Euryarchaeota;Halobacteria
bin.38	Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria
bin.39	Bacteria;Proteobacteria;Gammaproteobacteria
bin.4	Archaea;Candidatus Nanohaloarchaeota;Nanohaloarchaea
bin.40	Archaea;Euryarchaeota;Halobacteria
bin.41	Archaea;Euryarchaeota;Halobacteria
bin.42	Bacteria;Terrabacteria group;Actinobacteria;Actinobacteria
bin.43	Bacteria;Terrabacteria group;Cyanobacteria;Cyanobacteria;Synechococcales
bin.44	Bacteria;Proteobacteria;Deltaproteobacteria
bin.45	Archaea;unclassified Archaea;unclassified Archaea
bin.46	Archaea;Euryarchaeota;Halobacteria
bin.47	Archaea;Euryarchaeota;Halobacteria
bin.48	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.49	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.5	Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae
bin.50	Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae;Halorubrum;Halorubrum trapanicum
bin.51	Archaea;Euryarchaeota;Halobacteria
bin.52	Archaea;Euryarchaeota;Halobacteria
bin.53	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.54	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.55	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.56	Archaea;Euryarchaeota;Halobacteria;Natrialbales;Natrialbaceae
bin.57	Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae;Halorubrum;Halorubrum trapanicum
bin.58	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales
bin.59	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.6	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.60	Bacteria;FCB group;Bacteroidetes;Bacteroidetes;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Salinibacter
bin.61	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.62	Archaea;Candidatus Nanohaloarchaeota;Nanohaloarchaea
bin.63	Bacteria;Terrabacteria group;Cyanobacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales
bin.64	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.65	Archaea;Euryarchaeota;Halobacteria
bin.66	Archaea;Candidatus Nanohaloarchaeota;Nanohaloarchaea
bin.67	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.68	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.69	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.7	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae
bin.70	Bacteria;FCB group;Bacteroidetes;Bacteroidetes;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Salinibacter
bin.71	Bacteria;FCB group;Bacteroidetes;Bacteroidetes;Bacteroidetes Order II. Incertae sedis;Rhodothermaceae;Salinibacter
