Category	SG1-2014-09-1	SG1-2014-09-2	SG1-2014-09-3	SG1-2014-09-4	SG1-2014-09-5	SG1-2015-06-1	SG1-2015-06-2	SG1-2015-06-3	SG1-2015-06-4	SG1-2015-06-5	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-2017-02-1	SG1-2017-02-2	SG1-2017-02-3	SG1-2017-02-4	SG1-2017-02-5
Metabolism;Metabolism of terpenoids and polyketides;Tetracycline	29.6101199948	29.4025559931	59.5876499646	62.6487709935	29.8507300159	23.6076260099	56.9995070104	41.8071200069	33.020357	39.484554004	21.1957880037	85.7621250119	26.7477420026	40.5538760029	82.6652649986	41.4985499934	25.8680969968	38.6570819953	29.9764410105	37.0126759739
Metabolism;Metabolism of cofactors and vitamins;Vitamin	4522.56118321	4733.59228289	4187.23872951	4203.14318956	4411.63861736	4714.82082398	4472.96576081	4181.54075168	4593.625999	4565.61316747	3675.30333065	4375.51584661	3925.88353538	3468.46483824	4127.91627893	5002.9205312	4720.21042041	4557.57486145	4731.83321066	4285.94847597
Metabolism;Carbohydrate metabolism;Citrate	20692.1899554	21618.8338569	19140.7780196	19136.127117	19904.4847756	21598.7425771	19384.8831615	19736.7597622	20285.926306	19667.704665	17996.3753362	20480.3151648	18364.2957658	17189.0305232	19367.0408547	22110.9168105	21504.3712893	20621.3658215	21094.9222804	19708.4588211
Metabolism;Glycan biosynthesis and metabolism;Glycosaminoglycan	675.741479882	777.718034818	664.671064604	707.397634927	679.282328363	530.725910223	980.066516178	1059.99139417	895.910209	953.256465097	939.914429166	986.247129137	1170.08893711	809.474104057	914.092419984	619.966513902	799.652656901	678.418259918	629.528222221	888.318312372
Metabolism;Glycan biosynthesis and metabolism;Glycosaminoglycan	1.68012299971	1.18307899972	0.620638999631	1.50945399984	1.33376700071	2.1393310009	2.67334600049	3.6550970006	1.40663	1.84146800019	3.33138800059	4.3019890006	35.8095420036	8.01731300057	1.90117799997	1.78972499971	5.13870899936	2.57801999969	1.60316500056	1.93819299863
Metabolism;Metabolism of other amino acids;Taurine	3979.75749331	3936.64138608	3500.43201092	3479.75603464	3971.74783612	4765.029261	3402.56964962	3337.15008755	3612.936392	3599.35946937	2922.77569952	3634.2417565	3049.0904803	2848.2871332	3177.68577394	3875.95302238	3708.76102554	3665.76170356	3698.7770593	3531.08285251
Metabolism;Metabolism of other amino acids;D-Alanine	576.2467879	635.159930851	648.247592614	668.50024993	545.626697291	372.210522157	1050.87162519	999.792819164	775.318709999	862.723179087	1380.10062624	1266.12872118	1527.84981415	956.935793068	1348.16059498	627.4639949	645.158096919	694.142160917	825.459039289	796.652356438
Metabolism;Metabolism of terpenoids and polyketides;Geraniol	3868.61021132	3445.09429519	3262.55240506	3179.32546167	3686.68136297	3973.44181867	2814.36738351	2842.39221147	3113.27006	2958.5332713	2208.76136939	2777.00293739	2423.83009424	2530.20954118	2631.39724696	3047.56350051	3286.73089659	2971.23597364	3044.33447207	2849.21162399
Metabolism;Amino acid metabolism;Valine,	24208.0410058	23782.4243864	20399.8510749	20491.9247789	23332.8281435	26504.9213232	19882.0435276	20024.6142933	21962.30497	21222.1987332	17222.010655	19792.5428667	17998.8794488	17015.4396872	19006.5352887	22025.9707515	22392.6568552	20866.2743325	21503.0458005	20135.1060648
Metabolism;Metabolism of other amino acids;Phosphonate	1431.30323675	1257.51716371	1064.55464537	1138.78162688	1354.27766372	1388.46990658	1432.67172726	1183.58853619	1353.530211	1351.88906114	702.682269125	954.512537132	897.680750088	870.636584061	911.960435984	1288.73545279	1310.06456784	1008.55348288	1010.18572035	1192.63566916
Metabolism;Global and overview maps;Biosynthesis	158937.958157	157117.538933	140830.132959	141705.94778	152806.335116	164884.848846	150540.73263	143700.082067	151696.517476	150917.230537	125332.798354	143820.197618	131943.340521	120151.772787	140276.783287	155737.312314	153045.146835	145641.906121	150234.903458	140924.448609
Metabolism;Energy metabolism;Oxidative	32385.7956714	33350.5248352	28419.6979021	28901.424995	31999.5020751	32374.0882736	32855.039981	31277.1342691	32100.583778	31728.5999882	26183.3116106	29080.328847	28821.7868498	25021.0235398	28523.5782225	29699.1985243	30255.4482352	28687.1303806	28393.494032	27688.7752854
Metabolism;Energy metabolism;Photosynthesis	405.847492929	89.1732569791	367.588799782	504.044294948	220.310902118	222.387402094	1778.21845332	978.22641816	809.485698999	1013.6475421	574.955641102	353.441631049	563.345849055	247.369233017	686.057371988	391.877419937	394.776228951	124.649238985	457.52142316	242.998260829
Metabolism;Energy metabolism;Photosynthesis	3566.48700938	2021.94589353	3194.6073351	3765.62413261	2536.60379335	2219.27913993	9768.06171177	6572.23865708	5500.10654999	6403.42468665	5531.88728898	4638.32771064	5481.44213054	4044.35493628	5730.9707499	3392.88487146	3515.86792456	2487.2465477	3984.4241654	3089.41218082
Metabolism;Global and overview maps;Degradation	6462.20821987	6355.10324951	6015.69202042	5846.45453939	6351.42123939	8232.52052346	5490.031498	5177.78708085	5733.762027	5870.5070096	3855.98644068	5054.1237237	4048.9367584	4293.9224133	4717.94619392	6044.13619704	5902.34138727	5763.47968931	5647.86580298	5376.6731792
Metabolism;Carbohydrate metabolism;Butanoate	23997.4088938	24440.0002603	22282.1514687	22248.8866077	23627.2048456	25192.4860546	20769.6093368	21072.0267345	22581.280321	22053.6831712	17917.6741962	20815.5422519	18755.6234018	18042.5123073	20044.7286037	24105.8695192	24529.263673	22399.4504833	22579.3098889	21817.6673346
Metabolism;Lipid metabolism;Fatty	88.5619469846	82.1842279807	119.769096929	119.437874987	74.8727320399	57.4283890242	133.047902024	138.209068023	106.873682	124.400583013	119.805177021	176.597339024	181.184723018	141.42776601	195.689463997	103.324980984	72.395804991	111.954767987	96.4794860339	156.650966889
Metabolism;Lipid metabolism;Fatty	12039.0193969	11779.6098462	11176.0687533	11003.2343239	11495.9488471	12917.6840874	11598.3773921	11251.5789458	11470.240624	11574.5647082	9397.83443466	10790.2853185	10138.77065	9177.62490365	10648.1333068	11131.7436152	11316.7946636	10764.5047227	11267.3835609	10779.6306684
Metabolism;Energy metabolism;Carbon	8857.07594246	9066.51554188	7931.40056128	8265.44441414	8635.56315261	9160.91348685	9828.15927778	8797.40468544	9195.00933899	9291.33310595	7997.13119741	8997.52524525	8532.29124783	7397.22545652	9010.93506084	9506.31056749	8953.80881789	8785.66486994	8758.10414807	8224.00084619
Metabolism;Biosynthesis of other secondary metabolites;Monobactam	4760.59665917	4910.82237185	4250.94168947	4358.62545755	4693.69573951	4706.65000598	5217.48154895	4929.11480881	4880.9072	5078.14644952	4585.30081481	5230.81713173	4848.70359847	4100.94473629	4875.47800792	4823.79460523	4923.62871739	4531.75247046	4769.10013467	4539.79473279
Metabolism;Amino acid metabolism;Glycine,	28464.692618	28113.6265954	25127.854578	25165.4998514	27215.6927765	30153.4365307	26600.3320588	24902.5497701	27188.42351	26836.9583017	22270.4961809	26286.3303386	23026.1169793	21712.5861195	24528.0410706	29877.2844272	29462.2277783	27264.2939607	27593.7005187	25847.5945587
Metabolism;Lipid metabolism;Steroid	514.394573911	502.514812882	361.209903785	370.785068961	495.985867265	605.856124255	507.832952092	426.23237407	467.247608	463.039455047	293.175440052	332.660226046	290.434100028	353.124138025	351.800713994	458.806246927	417.012585948	426.468396949	426.32242815	383.927260729
Metabolism;Metabolism of other amino acids;D-Glutamine	1485.86209674	1660.16322461	1550.28417108	1491.88133884	1548.95044483	1550.19348965	1840.87529233	1786.07086329	1695.896949	1777.30207518	1959.85145635	2004.79817528	2063.7368522	1590.17251211	2024.63219296	1517.11434876	1538.92218281	1459.52465582	1695.14119959	1592.68067588
Metabolism;Lipid metabolism;Biosynthesis	5856.22130298	5345.13710475	5162.90057293	5025.04772048	5547.86583096	6615.68238778	5655.99045903	5378.41778888	5332.348013	5454.72844755	4206.61854774	5096.01913871	4866.51529548	4297.4886663	5026.23653991	5182.55423517	5121.14658236	5157.85835238	5014.09988976	5061.36604942
Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane	8163.48928158	7215.49247631	6673.44258603	6597.12813431	7662.24597009	10086.5143242	7137.3432063	6248.74768402	7130.798624	7104.00582472	4456.43635979	5758.6395218	4864.68268748	4922.21820835	5582.9588859	6989.12860389	7221.5906811	6190.77384926	6248.14769719	6324.44508253
Metabolism;Xenobiotics biodegradation and metabolism;Polycyclic	131.967142977	157.554531963	160.118347905	150.784353984	163.520709087	173.204789073	196.574753036	217.250199036	201.281503	184.624944019	156.418350028	238.049943033	138.999259014	223.124208016	193.476625997	276.044521956	249.586542969	268.081662968	227.40003108	188.241689867
Metabolism;Xenobiotics biodegradation and metabolism;Aminobenzoate	4326.60072124	3690.31157114	3484.01626393	3500.34266564	4046.27612316	4722.44276399	4714.79194186	3918.81158364	4320.142665	4313.38592344	2642.93138447	3090.28741943	2964.23175629	2822.6615782	3288.51718594	3478.03673345	3714.63366754	3412.67949059	3444.35460421	3289.57480468
Metabolism;Xenobiotics biodegradation and metabolism;Naphthalene	3477.20512039	3281.00371323	3238.11940907	3052.27036468	3392.22318981	4249.68865979	2475.68899345	2307.82285638	2832.107275	2831.32887529	1535.87785827	2277.73176832	1549.00171115	2042.95611414	2073.96720397	3129.1210185	3191.2826846	2877.79423765	2750.81644296	2866.22094798
Metabolism;Xenobiotics biodegradation and metabolism;Dioxin	116.71770198	134.138462969	135.867823919	131.425359986	121.511885065	193.909877082	113.640540021	109.752019018	128.610665	132.655050013	98.5864670174	78.3703160109	73.9085940073	70.448820005	71.9796409988	132.446919979	110.270401986	101.852735988	139.479220049	81.4888139425
Metabolism;Carbohydrate metabolism;Pyruvate	33329.2589952	33205.2799882	29074.9949187	28993.518615	31677.6795519	35444.0068869	29928.8495404	28891.4422727	31012.283748	30784.8926171	24926.1333854	28834.637412	25962.9912975	24445.6068887	27983.4316665	32754.8898838	32600.452217	30557.1298103	31229.127633	29268.5996893
Metabolism;Xenobiotics biodegradation and metabolism;Toluene	262.035335954	225.871465947	317.025468811	343.322399964	226.587587121	207.481505087	624.064184113	466.910002076	394.800982	468.229566048	339.72462306	505.52395007	360.613894035	326.690994023	478.907470992	444.384795929	477.34693394	379.676098954	356.308533125	313.088375779
Metabolism;Xenobiotics biodegradation and metabolism;Xylene	555.282845903	650.047988848	558.444855668	527.234625945	544.262521291	715.970124301	431.649759078	458.893520075	534.895075	526.096195053	382.110144068	610.321241085	346.838974034	464.983380033	454.283798992	782.488335875	703.039453912	696.559183916	667.639235234	498.188503648
Metabolism;Biosynthesis of other secondary metabolites;Novobiocin	3621.49433037	3789.19544211	3407.32156397	3420.10147464	3534.02198789	3702.59146956	3184.86562558	3129.50441551	3480.961819	3325.29377434	2848.3964225	3170.93541944	2806.87297727	2706.66933819	3058.08929495	3812.97083239	3735.35386754	3495.11715558	3531.65041224	3339.43893464
Metabolism;Amino acid metabolism;Phenylalanine,	18889.6659687	19017.0521335	17217.0809728	17515.0246842	18160.5466127	19188.5372391	18415.4643323	17323.8808938	18667.294072	18506.0424969	15164.3550407	17201.5937674	15574.9820305	14327.390705	17201.9138907	19468.0987729	19185.2138816	17953.9418908	18426.0643595	17273.3050438
Metabolism;Biosynthesis of other secondary metabolites;Phenazine	3027.72662547	3139.20001526	2650.87929142	2717.70837072	2888.78548154	3126.07066631	2655.11498248	2602.08526443	2836.75377	2800.91136428	2352.30127542	2524.53275935	2260.58478222	2160.20877015	2413.94045696	3040.96122452	2788.56120565	2832.99910666	3023.01148106	2766.89986905
Metabolism;Biosynthesis of other secondary metabolites;Staurosporine	116.84622998	140.421947967	152.063085909	155.871290984	145.571268078	113.236201048	174.523104032	197.111190032	144.724779	166.173623017	110.47923002	182.687147025	109.788771011	122.097386009	192.321150997	172.302465973	186.418440977	143.484896983	150.765549053	163.028048885
Metabolism;Amino acid metabolism;Phenylalanine	11545.015769	11356.4913113	10271.0988509	10137.4413429	10980.2576339	12234.8997051	9679.19787076	9566.02863157	10551.028482	10176.698355	8227.78830845	9491.25992532	8600.66951984	8212.19959758	9395.27304484	11019.4678452	11254.1391516	10346.4243448	10757.0354878	9827.12808406
Metabolism;Xenobiotics biodegradation and metabolism;Chlorocyclohexane	2175.28542862	1773.13791058	1701.12823999	1776.99309482	1961.46365305	2543.42956807	2554.42851146	1994.37695033	2142.223757	2281.94059523	1408.11183625	1795.58041925	1584.08072616	1328.04421609	1762.92562197	1740.50918472	1764.16603578	1561.21584981	1712.9982436	1437.20447698
Metabolism;Xenobiotics biodegradation and metabolism;Benzoate	8762.64715247	8283.92460006	7541.38441751	7476.99801422	8251.2772744	9203.40118987	6861.08353125	6876.77770913	7531.80076	7387.47555975	5341.08453495	6594.67648392	5587.48374455	5584.6694144	6414.20937389	7753.14851176	7710.82603404	7561.36970309	7432.60868061	6910.09381912
Metabolism;Xenobiotics biodegradation and metabolism;Furfural	33.3332499942	17.8082519958	33.8291929799	25.3687809973	29.5936450158	30.3002130127	25.6602090047	34.1701820056	33.749653	24.6462700025	43.9374130078	27.4432390038	47.7445860047	47.9950980034	38.1339119993	45.9211739927	50.3229539938	60.7828789927	51.344965018	57.1499719597
Metabolism;Lipid metabolism;Glycerophospholipid	11113.8604071	11064.0124164	10167.6492239	10169.1594369	11159.1823	11193.9169867	11502.9683631	10728.0325548	11138.31058	11281.9948081	9562.42827169	10454.2276775	9867.67881996	8705.24154562	9954.53190183	11001.5642632	11008.6606666	9982.3402298	10427.4892927	10287.7402157
Metabolism;Lipid metabolism;Ether	211.699828963	233.484242945	224.736568866	242.323005975	228.172668122	178.804774075	200.592219036	212.673061035	236.578612	217.308115022	166.613262029	232.754209032	198.633075019	253.205995018	190.575819997	291.986211954	406.811649949	245.24509597	225.151848079	215.791478848
Metabolism;Carbohydrate metabolism;Inositol	3348.96735942	3481.03712619	3091.34542716	3054.26407568	3351.06437979	3542.35505249	3264.55713059	3073.6504675	3158.063221	3180.42492832	2432.30038343	3048.76354642	2705.97864126	2527.07542518	2805.28891895	3404.41831146	3297.62893459	3084.81529663	2906.92587502	2750.35865106
Metabolism;Glycan biosynthesis and metabolism;Glycosylphosphatidylinositol	7.06617799876	4.84641299886	7.46350499556	7.88127499917	5.9910330032	9.503970004	9.3580480017	10.9426720018	8.18272	10.8222760011	8.4265370015	13.9027450019	14.4564010014	32.0149720023	11.4321959998	8.01341899872	8.70394499892	7.99702199904	7.23338900253	9.44119699334
Metabolism;Lipid metabolism;Glycerolipid	6109.39669894	5758.30124865	5277.57218986	5414.61775243	5747.54529807	7061.32706097	7023.53049528	6268.01002703	6248.267185	6393.00896265	5162.34370391	5778.8157978	5481.13547354	4849.41223734	5776.8685369	6101.31404703	5948.05424426	5350.37596236	5595.07623996	5502.03084211
Metabolism;Energy metabolism;Sulfur	5622.38241302	5558.5445077	5068.48985998	5172.84819646	5442.10079191	5413.37314128	6210.97364513	5614.21272592	5916.44115	5735.59081958	4769.14425984	5576.82111277	5157.6044785	4860.28013734	5817.4494299	5965.25222505	6043.08766625	5490.60065334	5905.70576007	5230.54942031
Metabolism;Biosynthesis of other secondary metabolites;Penicillin	899.296663844	784.152687816	696.634444585	699.552734927	884.429076472	938.061309395	858.951684156	808.993965133	906.024447999	859.267406087	519.755172092	680.846934094	601.899549059	537.906247038	710.353890988	833.006305867	864.681596892	767.892010908	845.654845297	776.649611452
Metabolism;Lipid metabolism;Steroid	2435.48636857	2421.17544643	2164.19389571	2146.29844878	2578.27344038	2498.74316205	2538.03932146	2516.91202441	2190.980859	2356.91939224	1892.58598834	2108.72352529	2326.82899923	1900.27185913	2230.24299296	1756.93814972	1769.68008478	2007.81999476	2153.30503875	2093.90318452
Metabolism;Amino acid metabolism;Tryptophan	10188.6002742	9582.84907876	8544.02878291	8676.34313109	9562.0957721	10601.2565885	9946.72038181	9222.72759551	9672.41669399	9516.33381597	8026.63091442	8928.57371924	8506.26927083	7635.76973654	8987.25477684	9562.31677348	9584.09059481	8740.65104695	9192.47314722	8661.77927188
Metabolism;Amino acid metabolism;Arginine	14345.6185095	14054.2079977	12120.6256728	12014.4072077	13850.2034564	15379.5333555	12603.3231923	11695.7202149	12890.711679	12941.0262593	10085.0864188	11818.1871316	10544.665417	9963.7075197	11595.9688068	13594.4101348	13404.1550053	12957.8107194	13073.7768396	12100.8305955
Metabolism;Metabolism of cofactors and vitamins;Riboflavin	5648.42062502	5891.66188462	5397.90382679	5455.01538443	5546.89993796	5868.92134947	5546.82244901	5131.25407684	5693.674384	5557.64353756	4960.65342288	5221.00242973	5055.89350049	4325.99258531	5367.31829291	5494.30981612	5343.50388234	5124.32352738	5518.31114494	5110.46036239
Metabolism;Carbohydrate metabolism;C5-Branched	8590.1542965	8064.96849011	6892.6951839	7896.02748618	8397.37371548	9445.80765498	8264.7714475	7507.82901323	7774.26531699	7667.39340678	6200.8525911	7248.19517001	6576.31146364	6026.37621943	6989.64999688	7926.95840774	7803.90099703	7005.09131016	7273.99387455	7523.47572469
Metabolism;Metabolism of cofactors and vitamins;Ubiquinone	7475.1253027	7411.29405726	6761.05615898	7110.29603426	7212.09467085	7474.35776015	8609.51256556	7268.91965619	7732.89911399	7996.47977881	6127.21884308	6850.92306695	6402.32714262	5528.95340539	7252.54032587	7045.48241288	6970.23459914	6545.69959421	6907.90288942	6529.97107039
Metabolism;Carbohydrate metabolism;Pentose	15435.0821013	15298.3756914	14361.2522395	14420.1051105	14825.0613079	15256.4853894	15291.0879288	14707.2705864	15350.470669	15206.5766755	13899.7966905	15661.2299652	14724.7149334	13083.7302949	15137.4124047	16747.2252573	16188.333763	15473.0344991	15893.3404066	15225.8259702
Metabolism;Metabolism of terpenoids and polyketides;Biosynthesis	0.0	0.348322999918	0.757391999549	0.0	0.0	0.0	0.0	1.97050800032	0.0	0.0	0.0	0.0	0.0	0.0	1.33808199998	0.0	0.677760999916	1.47845699982	0.0	0.0
Metabolism;Metabolism of terpenoids and polyketides;Polyketide	5042.83270012	4710.0140159	4617.87611325	4527.94376853	4860.9464906	4849.33033004	4679.62800785	4643.58564176	4766.954726	4715.59725048	3976.2202517	4272.88333859	3779.97711237	3578.23533125	4348.65328892	4806.04494224	4553.96577743	4580.97669645	4621.59226462	4544.98466579
Metabolism;Carbohydrate metabolism;Amino	18731.5243797	19154.3221635	18229.6417571	18224.9269551	18276.5534828	17748.0174745	21268.6500519	20147.8840493	19691.837248	19984.344203	16530.3742729	18838.4564176	17776.3328557	15795.4476301	19350.5831197	18936.648815	19175.6207766	18135.1713148	18589.9685545	18703.4347448
Metabolism;Biosynthesis of other secondary metabolites;Streptomycin	8681.85508949	8341.65489205	7851.77889333	7833.15887118	8406.31408149	8479.01147257	8514.06783355	8005.88744631	8292.70571799	8286.48147784	6682.83277618	7369.74576302	6779.20242066	6273.28073744	7436.12072487	8323.62053568	8064.704296	7696.25570208	7778.95034273	7631.59685461
Metabolism;Biosynthesis of other secondary metabolites;Neomycin,	964.570575832	924.752939783	835.314402502	884.879250908	898.11323048	872.109329367	1353.62212824	1085.18775018	1035.565798	1121.50309711	886.416529157	950.783805132	990.397307096	802.604777057	1066.96182198	932.315244852	989.348183877	851.562607898	942.161793331	887.170577373
Metabolism;Biosynthesis of other secondary metabolites;Acarbose	3948.15759331	3904.08333209	3884.06596569	3787.44639561	3876.31216807	4080.50067972	3564.21393165	3610.39825759	3803.896139	3741.28133538	3041.17215654	3388.75522547	2903.82155328	2817.2318552	3382.34004294	4072.82991735	3897.79881652	3882.77396553	3830.53915034	3760.23360234
Metabolism;Amino acid metabolism;Tyrosine	9436.25000436	9594.52217175	9072.5692126	8787.75613108	9382.51965401	10577.2148104	8281.1794515	7800.48400628	8758.45250899	8629.37257588	6799.9626052	8296.80009415	7010.01873869	7140.78092651	7857.02614386	9387.17289751	9567.28589381	8671.80640896	8715.22209706	8537.82814697
Metabolism;Amino acid metabolism;Valine,	13467.1612017	12674.851646	11052.2552084	12304.0639437	12967.1353139	14639.3648042	12579.4777753	11563.8915729	12272.295357	12136.1787222	10463.8245109	12002.5592717	10885.4071471	10012.2501127	11613.7012698	12605.046352	12565.3256514	11564.2881386	12355.0685873	11946.4361316
Metabolism;Lipid metabolism;alpha-Linolenic	2720.41417252	2415.89091943	2361.36526459	2303.06793376	2603.47815739	3003.33723126	1882.25055134	1889.79112531	2103.551816	2015.5557652	1450.38295826	1918.59907727	1671.85208616	1595.08965111	1828.11947397	2095.03061467	2229.47689672	2120.63930475	2134.97795075	1977.2169596
Metabolism;Lipid metabolism;Linoleic	3.90707099932	2.95020899931	3.49812199792	3.34949499965	3.9215440021	6.02557000254	5.30960200097	4.82438600079	4.009974	4.92252900051	4.31830400077	8.72054400121	12.4579190012	21.5057270015	5.5481229999	6.81305899892	5.6837239993	11.9284059986	9.7112080034	6.44980299545
Metabolism;Global and overview maps;Metabolic	413314.568656	412758.902668	371153.067309	377976.812025	399267.042864	428171.387602	417563.834931	389384.794668	407161.220689	408382.377929	342900.962568	386480.770911	359941.554028	445894.104736	379912.20874	412358.974751	406209.328178	384316.33108	395532.789494	374554.874844
Metabolism;Metabolism of other amino acids;Selenocompound	6631.88372284	6560.49041446	5743.81790958	5959.52068638	6150.19013228	6968.85507693	7494.99351736	6536.48367307	6703.820246	6988.96316171	6219.9553531	7033.69965998	6564.35637064	5316.29330038	6966.92403288	6681.02649394	6583.09692518	6314.53032624	6731.29276436	5916.95995282
Metabolism;Xenobiotics biodegradation and metabolism;Atrazine	1143.2138888	1134.84498473	852.674852492	946.008326901	1178.97925363	1627.28868968	1494.13689327	1112.44341318	1168.327248	1276.35318913	811.069453143	829.867149115	732.127840072	792.613374056	934.829197984	1074.62829483	1079.25972187	934.681216888	898.149123315	814.923153424
Metabolism;Metabolism of cofactors and vitamins;Folate	16940.161048	15832.1107833	14801.3724922	15200.6378064	16061.3031486	16852.2056851	15732.2428049	14894.5782854	15975.06246	16061.3775776	12203.0580592	13312.0620458	12730.1112842	11497.4617208	13321.0813458	15905.7030465	15384.9956221	14684.0348622	14607.6792381	14359.4580169
Metabolism;Global and overview maps;Fatty	21624.3668972	20576.6583392	19438.9934294	19104.736527	20589.142945	22823.1579966	19189.0005665	18803.6467351	19880.131848	19655.291078	15272.3860227	17683.6124655	16335.3232136	15380.3944301	17352.5654487	19135.65682	19605.9988246	18638.0578718	19239.6476497	18246.0895201
Metabolism;Global and overview maps;2-Oxocarboxylic	25527.4092896	24401.3252173	20939.1280425	21933.5106747	24499.4839451	27123.0571224	22947.6586162	21408.2528305	22978.857379	22774.6644093	19015.3273894	21812.676498	19799.8313079	18162.5895033	21085.2451546	23669.7233872	23331.2012551	21973.6290684	22922.84573	21835.2382226
Metabolism;Lipid metabolism;Fatty	20927.7552924	20100.6006153	18638.8549799	18244.3289191	20018.1345907	22878.1284666	16405.699701	16352.9995967	18479.28039	17884.9535668	12741.8466423	15334.8564201	13248.7741813	13652.71285	14883.3085637	18510.9183871	19379.3761736	17490.6168509	17872.0975893	17056.229715
Metabolism;Lipid metabolism;Synthesis	4382.61775124	4373.55322698	3864.0865527	3791.4459466	4266.28699527	4156.99957375	3270.53257859	3342.78974255	3804.7389	3773.64173639	2974.79332452	3466.25641448	3058.1605633	2996.13937821	3389.29320994	4215.49424533	4083.72195349	3976.00177552	4010.98965641	3834.09227329
Metabolism;Lipid metabolism;Cutin,	0.0	0.675245999842	0.0	2.64269999972	0.0	0.0	0.0	0.0	0.0	3.00529300031	1.44020300025	1.4705830002	4.79622400047	4.32420400031	1.34280699998	0.0	6.86638999915	0.0	1.26941200045	1.58120899888
Metabolism;Amino acid metabolism;Cysteine	19733.5578296	20053.5697343	17682.7945285	18026.7718811	19091.1952662	20190.9713685	19614.0266036	18460.680186	19763.971349	19366.508184	16162.8328429	18563.6620396	17065.1963357	15119.7008211	18170.4895947	20249.0900688	19448.9464216	18801.1961557	19548.8717059	17657.6462475
Metabolism;Xenobiotics biodegradation and metabolism;Nitrotoluene	2112.02323063	2019.63276353	1827.59673891	1656.08016183	1969.02412805	2051.55880486	1504.21889427	1490.77264824	1745.819668	1621.28773017	1151.2544022	1109.46998515	1224.85740512	1216.95282109	1136.36838198	1724.78098673	1498.60363681	1763.90355279	1568.60150055	1605.43763487
Metabolism;Carbohydrate metabolism;Glyoxylate	29290.2039789	28274.3361914	24591.2893934	24773.2523104	27731.6812178	31767.2972854	25402.2690986	23984.6594689	26844.268399	26190.5214857	19929.2644315	23686.1685323	20376.216748	20048.1228584	22289.7160716	28815.9349754	28066.9695875	26124.0152249	26785.7863724	24798.5309135
