	SG1-2014-09-1	SG1-2014-09-2	SG1-2014-09-3	SG1-2014-09-4	SG1-2014-09-5	SG1-2015-06-1	SG1-2015-06-2	SG1-2015-06-3	SG1-2015-06-4	SG1-2015-06-5	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-2017-02-1	SG1-2017-02-2	SG1-2017-02-3	SG1-2017-02-4	SG1-2017-02-5
Replication and repair;Homologous	2367.12729425	2445.52156753	2623.00499315	2746.56047339	2341.76726784	1898.99122634	3492.36441842	3401.62569662	2941.97405608	3077.84619892	5581.25294405	4280.53704571	4826.53198176	3857.03680581	4380.59066944	2561.03184089	2554.66902094	2783.50655422	3130.94159548	3119.45768424
Replication and repair;Mismatch	5115.8734725	5339.29930765	5544.69176145	5549.28301391	5209.69918241	4894.46258258	5312.98478236	5335.97053162	5313.58691794	5415.59791961	7027.36831987	6105.43872347	6244.16452065	5846.27575403	6117.18211561	5521.22937189	5409.5764432	5634.16188159	5848.58649793	5733.52460863
Replication and repair;Non-homologous	372.187951799	416.573756834	465.102411603	455.415379127	373.983678096	368.033472214	264.573209339	290.35744803	377.155893942	355.839265283	310.256812131	280.902173147	264.159657271	311.479590693	262.192885744	372.081934696	321.786611516	378.996712011	369.875035237	368.853453358
Replication and repair;Nucleotide	5621.57366928	5836.2868894	5655.63182529	5633.06651399	5636.3656166	5614.83964206	4884.20164156	5049.52552692	5450.75628363	5308.33335509	5031.55057356	5192.99344218	5064.60035838	5302.92856079	5125.37299743	5594.59348945	5476.21352532	5739.82774836	5519.99684926	5564.6455075
Signal transduction;AMPK	1425.82935873	1528.31349195	1599.35980139	1553.56520303	1541.00833463	1373.66489195	1434.25806797	1529.46206538	1495.46274227	1467.61255559	1544.55855594	1616.09662313	1623.87081697	1659.69869797	1626.09228971	1559.54963125	1633.94561474	1530.22179854	1437.04717334	1568.28828095
Signal transduction;Apelin	272.727100942	297.060702701	295.104723433	278.520648558	285.136458055	277.931807786	182.653287052	215.777858579	237.979247627	229.86916899	168.323780563	194.832393149	169.370726864	250.681621993	171.304733976	258.031396828	258.107104789	255.133549717	227.314479377	231.432511478
Signal transduction;FoxO	502.36694007	459.142589215	413.114320283	438.156530975	484.486851862	570.058932084	606.958199405	537.530678473	490.137334202	537.651767165	530.86010429	477.169243072	559.943039958	482.48042253	520.270331227	370.199553156	388.638323678	360.443796662	372.004815345	371.725441906
Signal transduction;HIF-1	2259.08071944	2304.24692409	2453.96769497	2391.37094114	2178.78877948	2272.54314508	2307.32155929	2392.56862256	2313.11355704	2305.7709101	2261.65201175	2286.3587903	2202.07607957	2359.16446541	2248.7550646	2519.51222411	2516.70141899	2523.63374621	2408.64902377	2491.31909912
Signal transduction;MAPK	1272.82365219	1166.03991523	1085.56217315	1109.37179449	1246.90067262	1340.65880784	1342.92257981	1261.14830942	1197.10012847	1234.00247657	1097.92840826	1133.84013533	1185.73812213	1174.54901657	1151.83757111	1023.3217475	1019.38665102	1002.18817405	1017.09476555	984.502191667
Signal transduction;PI3K-Akt	292.277178904	329.931031061	313.801958812	302.749891017	300.441077412	291.198298793	251.301984569	265.423437068	281.82282562	279.507196346	207.646276153	227.159007287	203.748947464	290.433187392	209.526402752	292.965245536	291.7445082	278.714563091	260.154290703	251.021505931
Signal transduction;cAMP	36.3509745429	31.3890840593	40.8742035857	41.6940282069	29.9507195649	21.9751355434	43.6107371365	47.2190587462	39.2574403831	39.6112840763	83.074922698	97.7061699321	99.7086636927	97.0361448761	104.538358043	47.6415138008	44.4466496838	48.6527070107	52.7730845783	53.1848338432
Signal transduction;mTOR	277.091103257	298.993035948	297.867985759	281.598814714	288.785644147	282.5780293	190.532169535	222.01447086	241.168246478	238.541134334	173.742294416	201.914448415	176.709066864	273.352069504	177.672581016	262.180498833	262.989084537	262.71734244	230.813472158	237.420013865
Transcription;Basal	3725.02020456	4020.54673336	3792.69987429	3813.00429874	3822.23563427	4188.71625584	2986.39364796	3293.81426323	3696.16279388	3554.99767341	2447.25490398	2833.43821374	2461.21993109	3198.38738532	2711.61970261	3975.88186278	3863.84220261	3955.50543908	3677.4613629	3675.7660647
Translation;RNA	4640.93930151	5175.18576467	4603.34931064	4532.13687927	4753.44965474	4843.12024607	3664.14626243	3820.2849292	4355.59494066	4159.29255113	3483.5592501	3697.32335882	3449.0788778	4113.12649192	3606.56695138	4835.61977763	4650.93461461	4769.65124161	4599.86651796	4475.52207334
Translation;Ribosome	19485.5367256	20873.2317441	18252.0148237	18396.4404961	19725.5511095	19808.1125272	18746.3825755	18768.2545459	19208.8290466	19147.9540662	18174.3931867	18144.861203	18582.9730948	18314.4092764	17782.8783268	18125.1437438	18163.3992186	18344.1836963	17927.3640054	17572.2092998
Transport and catabolism;Lysosome	560.64319458	582.79290302	667.069088609	629.683109741	595.073768484	456.496571887	661.626924178	715.085723898	643.096043252	665.272568725	820.850753791	752.710135851	863.016937648	786.080438335	691.388937001	515.25743825	569.608559205	575.478845677	570.213123274	696.008064716
Xenobiotics biodegradation and metabolism;Aminobenzoate	1774.51822289	1515.71012738	1588.12566698	1587.27616229	1717.64828559	1852.88168983	1994.49550068	1754.7766555	1824.11083991	1834.13617773	1357.57313211	1374.31424063	1456.43931991	1511.32236675	1470.4497459	1423.88766305	1539.59567176	1489.52957981	1474.8919276	1490.84192739
Xenobiotics biodegradation and metabolism;Atrazine	459.878058958	458.043770911	386.059553057	424.008558325	488.743273003	635.000181991	627.248561873	488.46021834	488.257693179	536.211075244	404.160432213	364.556287324	350.537705778	409.302441839	413.350117514	420.935379077	439.38323197	398.692426409	367.694089958	352.907332512
Xenobiotics biodegradation and metabolism;Benzoate	2669.64080729	2577.81474504	2544.83388401	2539.63241627	2583.88498196	2606.0184617	2283.29859984	2437.39704248	2466.57227072	2463.75956893	2280.99025281	2405.73323933	2287.35524719	2398.75957045	2355.92497602	2532.10021068	2483.39937495	2639.36508457	2487.19573583	2451.29666299
Xenobiotics biodegradation and metabolism;Caprolactam	615.215130471	616.57941557	633.469508304	633.496570623	642.027910365	624.226374221	622.71134697	694.134017343	590.554200655	620.09139214	834.369362628	752.84010988	853.892680356	799.625185374	775.861801986	576.538004408	569.587521386	638.310591778	639.228002178	625.497952336
Xenobiotics biodegradation and metabolism;Chloroalkane	3233.64384428	2901.49692325	2957.3230713	2900.10353982	3150.51410537	3850.36763052	2912.19274609	2741.35807943	2943.51702717	2959.67592169	2254.25134473	2483.4139684	2323.09554136	2572.03151583	2475.46693385	2826.81944365	2973.96185326	2674.58164015	2640.88683646	2782.53321452
Xenobiotics biodegradation and metabolism;Chlorocyclohexane	894.425035214	730.459800058	785.499207838	809.002944797	835.463375912	1001.05003043	1084.28723534	897.470376891	911.492103696	974.168009481	731.925863796	824.66361088	788.231813086	720.848638569	827.123504128	727.753296178	746.064227715	697.873885949	746.702142119	655.828360997
Xenobiotics biodegradation and metabolism;Drug	5464.82959429	5472.99128541	5267.76288747	5217.2382202	5457.28527094	5894.49992289	4979.4809717	4989.91064766	5247.70894187	5152.44095795	4497.80792172	4699.85076754	4579.35917383	4945.42473105	4780.0148927	5369.92581185	5475.84892311	5367.20477676	5213.25389784	5189.35527245
Xenobiotics biodegradation and metabolism;Fluorobenzoate	299.178489262	201.815015555	250.45846134	280.513892724	270.47444072	308.021485014	585.631352631	407.925997209	340.729025964	401.373888175	214.317913784	243.509697796	219.267000179	208.068552899	274.71015027	191.246199468	201.813220779	189.861187287	191.588978587	177.834911085
Xenobiotics biodegradation and metabolism;Metabolism	1445.00533101	1296.69973923	1336.78770391	1282.54803059	1423.97846434	1688.50518773	1281.83347313	1164.47560204	1285.23541983	1314.51231074	799.055741327	899.104041506	798.002277046	1027.2790682	898.49923996	1199.55280502	1287.67409168	1108.31208736	1119.51956404	1150.20488734
Xenobiotics biodegradation and metabolism;Naphthalene	1440.27792944	1360.37276024	1432.00305282	1348.26823071	1454.81952584	1701.31335589	1007.64325373	1023.1646546	1190.01226917	1196.60494369	743.438096038	903.481894702	701.721838927	1025.04068483	847.318431036	1237.15887005	1289.88882285	1205.55970762	1141.56983959	1214.22778131
Xenobiotics biodegradation and metabolism;Nitrotoluene	871.526454465	835.932699533	846.029698749	757.296221139	841.71206637	810.707384254	639.153227962	672.733718561	745.418679305	694.387183197	599.337985029	510.698690092	610.008807916	661.506420453	533.712969236	723.42783059	635.632551608	793.140610083	687.799288134	742.828659888
Xenobiotics biodegradation and metabolism;Polycyclic	51.2925729525	62.5773566553	70.6054602594	65.0999918726	65.5212824583	67.7807032385	81.0191346056	94.4338510706	81.7555784091	76.3161882377	67.8068450136	104.653043469	62.0447329727	108.111494772	85.9289358681	108.307954283	100.609816892	111.147123036	91.7580641324	78.8121781195
Xenobiotics biodegradation and metabolism;Styrene	805.748212653	676.036489114	767.46320765	777.983209885	757.768117823	926.680710015	1163.0800937	957.054312405	926.756249448	975.071291851	726.243617234	752.761464232	756.516345578	687.323682139	787.080761144	677.303717467	681.394820408	673.84109833	668.806941748	660.736695979
