#contig	SG1-2014-09-1	SG1-2014-09-2	SG1-2014-09-3	SG1-2014-09-4	SG1-2014-09-5	SG1-2015-06-1	SG1-2015-06-2	SG1-2015-06-3	SG1-2015-06-4	SG1-2015-06-5	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-2017-02-1	SG1-2017-02-2	SG1-2017-02-3	SG1-2017-02-4	SG1-2017-02-5
NODE_31327_length_4024_cov_34.839254	61635.5181706	32333.4566961	9967.05412219	18915.9671686	42517.2649459	16046.754561	77550.4871267	98741.1444151	62599.7108805	86732.8179131	22465.5921127	24849.4561855	46719.686652	19714.3004934	14082.0816275	13219.3368724	9238.75590512	7257.60239343	10254.1889936	56509.2152538
NODE_31381_length_4020_cov_12.376545	9955.16116264	45630.4141622	49371.0315803	31643.8661063	32248.9714669	17154.2485176	35618.1333247	47757.2323865	30829.2147206	39583.3254143	86089.0941968	112430.993295	99961.6474226	60728.0538399	155902.7358	68616.6725593	48994.7249378	57157.7213518	67439.6134665	56841.7066064
NODE_31435_length_4015_cov_9.631313	13296.3669432	24030.7049607	5855.13457895	4420.04517839	11730.6734108	8754.27456483	17534.2257884	9800.58219698	21740.2717422	15926.2877321	0.0	14876.8824819	21273.4203013	1242.11632003	1365.05377021	3319.74534174	33881.8427118	0.0	1025.59207195	1526.45486165
NODE_31466_length_4012_cov_6.367703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1180.10602568	0.0	17399.9033998	0.0	0.0	0.0	1209.89593165	3076.95427877	53954.1511728
NODE_31472_length_4011_cov_101.473964	114841.63939	136729.902515	90975.9065446	111541.100922	140518.699796	89008.5987383	210730.886441	179526.877107	159266.380987	167158.154276	143750.239917	117157.684983	153771.185977	104015.631243	97010.972719	63095.7025451	51340.4503037	45789.0042421	72822.6746407	89925.4697826
NODE_31537_length_4006_cov_42.828145	83419.8261311	54820.772408	36145.1903424	43825.2513483	56318.1370342	45238.2067788	129044.984526	113858.542582	81420.5665989	96563.4781194	63675.8438014	67862.348267	90515.6748891	38764.5215556	42296.1921275	21724.8230492	34915.1925841	20570.7985427	30773.0704597	66096.0793324
NODE_31560_length_4003_cov_45.627913	0.0	4139.62161357	8943.54271163	13547.8477826	1403.15916135	3213.42845469	0.0	9445.81443574	0.0	1241.04844565	56221.9614161	61595.2190899	54362.1217653	69216.7277385	55734.5540276	62985.2450245	39476.238237	36632.0018415	59412.8432603	138355.927235
NODE_31668_length_3995_cov_14.555584	8464.79051293	2140.56937657	6233.48325713	10959.3710538	4932.34897201	2919.20959729	18009.9195415	16060.7857982	6298.7079071	9805.36992446	6244.13699966	3465.11218051	17337.0632094	2320.92879152	3234.73361176	944.75472656	6162.94158299	2420.64380111	3077.95438222	5140.33154599
NODE_31702_length_3992_cov_42.250445	18139.9629661	16590.2232902	34909.8809395	21920.4161825	35762.0682459	11677.5223692	64539.1124498	64247.3114996	49133.0597535	70821.0287835	11240.14567	19636.9034795	75132.345419	27853.1260225	29114.3354791	17951.3525439	13353.8899756	24207.9502255	13338.5697474	41125.2598928
NODE_31722_length_3991_cov_3.200457	8465.49054104	13914.6048032	18702.1493852	13949.7089139	14798.4482408	8758.31040405	13508.4356021	7300.9889465	11338.6397458	8716.61783131	14987.1706995	39274.6587754	55868.8969378	20890.3469973	35584.9027484	17006.865714	11299.6858532	22998.0300791	26690.8076907	12851.9160528
NODE_31788_length_3984_cov_11.383813	6047.65486224	24620.9583659	26187.1863702	26261.5081857	17921.4880062	5839.66367204	16512.4499805	20445.8790938	11340.3275669	15256.3302199	56210.0139165	75095.3189196	61658.1823117	28121.7372542	105691.264386	52259.3000931	38831.065911	36317.9703101	50283.8812699	21851.5058854
NODE_31827_length_3980_cov_37.031083	66529.7083559	34589.7632422	14965.4766009	22923.8257114	45640.5314024	26280.5316758	91575.8394327	87632.8284647	98291.2401869	75198.2742538	17489.0099788	17331.1968027	46247.8236281	17413.2270711	8628.55336359	12285.31372	10274.8573254	12107.0018701	11289.0903429	42421.2422912
NODE_31838_length_3979_cov_48.037462	18144.841101	35328.6080933	104760.734987	98674.6533415	27138.2641429	23360.9251448	30025.4236186	45277.9501044	22683.0804948	23976.7670715	97440.7845301	107973.867244	123330.322354	103320.976056	112173.472401	44416.9805523	59595.4528212	65379.1709756	83130.3567654	56562.8641043
NODE_31911_length_3973_cov_4.875191	8468.65023759	535.332733087	0.0	3987.46751681	0.0	0.0	0.0	2921.54165725	2520.66694977	3269.9766166	13743.3630881	32356.5102651	5781.89604192	8127.5452052	33440.3854486	4725.75407952	5138.20009778	4843.50865666	4105.67981755	6428.42097212
NODE_31944_length_3970_cov_31.831928	4839.53066869	1070.72170252	17463.7331014	19938.8880673	2467.64913306	0.0	9009.13678948	16069.5298448	16385.3821157	16350.9179833	7496.84760228	25897.3578028	17346.8751015	14723.706928	8630.30155581	12287.6691316	35969.7279334	7265.72384509	5132.39867789	7714.60392163
NODE_31959_length_3969_cov_16.496934	21778.3447206	33192.9309206	44907.7712701	40875.7727786	22209.368449	21905.136929	25526.3673715	45287.854192	34031.9135735	26162.0249986	93363.7720197	93744.5699196	94163.4486049	61653.5448715	124063.109687	57658.6242575	32887.3184285	39962.3129915	68775.4691252	58579.7709589
NODE_31984_length_3967_cov_4.532209	12099.586656	7504.18719897	14969.9465507	7976.17373033	8637.39141921	4381.20042284	0.0	5843.84952946	5041.9817976	3270.3910177	22491.9521531	34672.2464602	19377.6966824	18579.9529798	55021.5290467	15124.1571481	9249.9573993	18165.4496971	12318.4728024	14144.3482776
NODE_32050_length_3962_cov_4.748912	6050.4254589	535.432004958	1247.64132298	0.0	0.0	0.0	0.0	4383.37068126	0.0	3600.70840785	6248.41727946	10402.8157251	0.0	2322.77850935	22658.2304346	2836.05334644	5139.42053289	2422.31403804	4106.55938361	2571.97579207
NODE_32059_length_3961_cov_16.557348	27832.5406357	32126.4277074	37430.0522597	47864.4585576	29618.205569	20447.9967172	42049.730529	55885.5905472	39278.5549046	48201.0325044	75733.1439858	102710.254561	92535.6741875	66200.7441127	154617.245237	51049.9311512	39234.6098343	33913.1277244	68786.1829819	52726.6432845
NODE_32078_length_3960_cov_5.572343	6050.68079693	2677.24486385	4990.78776414	997.201046849	1234.1200224	0.0	0.0	0.0	3782.05498847	1090.29255096	21245.5094723	31209.8247121	19278.707405	8352.17116839	35607.2401677	24580.0715175	5139.64162996	19724.2386776	11293.4721167	3931.16191578
NODE_32081_length_3960_cov_5.071703	2420.27231877	535.450492619	3743.09187922	8974.81775537	0.0	0.0	0.0	7305.9374914	0.0	0.0	11247.6216184	17338.79015	11567.2235991	5807.22390406	45318.3064084	7563.09743526	2055.85588063	4844.8369113	3080.03711645	9002.30558828
NODE_32101_length_3958_cov_11.782219	8471.30590874	6238.08983488	3743.26615609	2991.76229786	9873.45139556	1460.65875108	3003.72179585	8269.31543419	7564.44110252	8722.72378412	7498.72867682	32137.9909735	25063.4664611	9430.40429342	77986.840478	32411.798803	16447.5685873	10901.3385932	39287.9088704	9002.69092003
NODE_32105_length_3958_cov_7.478094	4840.74623357	26773.3508801	29946.120804	19945.0764327	3702.5428155	5842.62783912	4505.58269377	5845.00678742	11346.6597719	7632.38144639	11248.0974475	19651.4967611	13655.1480492	12776.5174402	23739.1292501	7563.39085314	9251.75781223	3633.77814713	6160.31810943	7716.59281426
NODE_32155_length_3954_cov_95.652475	101595.419836	101484.606532	71757.8051482	78417.9675962	110978.930963	56970.1232213	207197.649245	132985.68065	99607.0867158	167850.883627	43746.2668812	78003.8569055	65152.8846925	34908.17491	55072.5970342	24582.9266934	19658.7909273	12568.4350584	37579.988411	23657.5726265
NODE_32182_length_3951_cov_11.333932	1210.36335034	2181.77783148	4991.83259321	6676.50614707	0.0	0.0	1521.97699956	0.0	0.0	1137.50339378	2811.03752748	52066.4529319	7448.76991741	9906.36251129	19589.0488877	15328.6688853	17825.1776782	23685.0287542	16390.5344919	14149.2286082
NODE_32193_length_3950_cov_19.484467	12103.9014589	18743.834286	53663.4299972	48875.5970232	23454.002031	16298.7389552	15020.8708655	35076.2520089	17209.3363416	19629.4923471	70150.5980932	209435.782035	74730.6594212	126952.743355	125909.874253	65244.3633821	63745.4038826	69386.3385785	45182.7361991	63910.5243663
NODE_32276_length_3945_cov_5.279434	3631.55573703	1071.16349026	0.0	997.59145346	0.0	1461.03179145	0.0	2923.34344832	0.0	0.0	2500.26223301	15031.9356493	0.0	2323.74105269	41014.8827562	3782.65058615	0.0	3675.40826831	1026.97948828	0.0
NODE_32397_length_3934_cov_39.468162	59329.2190974	33212.227703	17855.2752674	18959.6958216	53100.8645053	10229.4572324	75127.1287038	92107.9397943	103434.670997	95999.5436626	32510.9706837	23843.9962873	40509.5620257	22081.5397705	11875.4230184	16079.7146488	9256.60147955	6059.39058024	9244.8389772	45036.9196396
NODE_32428_length_3932_cov_21.530565	1210.85225967	8193.30418565	9988.09565868	23653.7551614	0.0	5845.63605815	0.0	2924.19163554	7568.7228941	6545.70610958	18266.0399442	137248.41948	21064.4116961	51076.8552133	57334.5045625	42150.3105542	44227.9310515	51836.9386903	12326.9367776	24204.5261488
NODE_32484_length_3928_cov_39.009812	19375.2826967	24643.8125925	18729.4401883	20958.7623539	32112.2333392	11692.2066751	27048.8617875	55564.6297936	51724.1395987	70917.9892443	3751.7453498	17641.0050621	84889.017102	22084.8174353	20068.4430286	19865.5144112	8229.17636673	15756.4480961	9504.77037717	37321.2058041
NODE_32493_length_3928_cov_5.671056	1210.95610649	3750.14613191	17731.3508672	16966.6165532	2470.17001467	2923.04989105	1502.71337374	10235.5902908	3784.69131932	3273.1377943	33290.433905	44468.2070532	33901.4850931	27038.0393779	37332.9234959	17973.5630416	8807.93911076	44845.2705961	38463.978689	14156.3201581
NODE_32505_length_3927_cov_38.957903	46705.1954958	50043.3643849	30337.0512781	28943.8176097	48598.9867748	11692.4397871	113767.878123	96509.1527519	82003.4869507	96014.137021	17508.5147668	19665.0383205	54021.5411196	11623.8774657	9140.21068535	12297.9430095	8820.54786432	4848.23956033	7191.42749822	46330.7862668
NODE_32562_length_3924_cov_3.533988	2422.11821412	4696.94622095	4994.98847164	1996.28434128	2470.41414268	1461.64382822	3005.65879181	1462.35873181	2523.35173638	3273.42441643	28765.8327288	26607.4314877	23772.1978513	11624.7448182	25915.3911013	12298.6657328	16459.8032161	19394.2169045	16438.5279287	29602.1732348
NODE_32596_length_3921_cov_5.953958	0.0	1071.59569452	1248.83499989	998.222796272	0.0	1461.72950902	1502.91552385	4387.37088498	1261.75900285	4364.8485165	11256.9174605	25452.301064	21225.7224691	8137.92751369	18357.8818916	2838.3224611	8230.44720009	6061.08408985	6164.81745886	5148.54313034
NODE_32607_length_3920_cov_6.598706	6055.81189444	20360.6771566	11239.7848633	11978.9678662	9882.63753019	1461.76120835	18035.332764	10237.4275337	8832.50574941	18551.0157179	30019.0888062	45413.6123727	15437.2472657	18601.4406659	34556.7323424	18922.517187	19547.7438342	48489.7196683	50347.0008997	25743.2826511
NODE_32623_length_3918_cov_11.808439	6056.07150386	17146.4126018	29974.1777506	23959.2057901	14824.6879839	10232.7289051	27054.0412276	38026.4501602	18009.0892052	24008.2437473	83205.2371922	90556.9739834	94557.5729207	47668.5638425	135367.213082	54877.4696936	41154.9707918	71525.4237042	67817.0317143	46339.9543166
NODE_32685_length_3913_cov_7.225505	6056.72238611	11789.1572253	19985.1532003	26957.6789422	2471.08723223	2923.92985739	3006.29289704	1462.72225794	5047.92739779	8731.22437748	8756.88270638	6942.78717373	7719.89136823	6976.7589527	2160.11121693	1892.51404384	4115.95279214	1212.42634299	7193.43293981	2574.72778518
NODE_32733_length_3909_cov_11.055786	0.0	537.368657522	1249.19142437	998.540614244	1244.31493536	1462.08212735	1503.26209448	0.0	1406.02118129	1091.49963391	1251.09146189	33559.8389089	15441.2343919	4675.62227577	89901.5887668	35014.2786053	14665.5673861	13705.3018479	34942.3366561	14162.2459163
NODE_32762_length_3907_cov_3.792835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5786.44233128	0.0	2325.9342962	22684.0216676	13249.1716832	3087.37578202	3637.75099462	7194.30066823	9012.73891694
NODE_32754_length_3907_cov_40.037643	23018.5127026	21610.9444856	35113.4777934	24964.8029692	27186.0149248	14621.4214211	40589.6541587	67294.2924879	49673.6803591	60477.5836732	6255.72190732	16202.0345119	50186.3703954	28164.1331588	37806.7041187	14195.5424572	11320.3804042	13886.4661629	19091.2462369	27471.0712428
NODE_32836_length_3901_cov_13.066043	25444.809652	54669.9666234	37482.8639677	35955.0737469	48200.5974824	29246.3938846	69160.7694633	81934.6431919	49230.4062124	78601.7689541	85179.9576608	124509.827456	131275.239497	100175.444086	187977.04344	78061.2582091	63617.6770902	88250.0327086	75136.1042801	61953.5270485
NODE_32843_length_3900_cov_13.097009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8912.0086936	12340.4292447	11641.6522201	2427.39836465	2244.7857451	15366.9197906	16158.9965872	1271.98921826	1049.04666093	11935.564185
NODE_32890_length_3896_cov_14.035147	1322.42165245	18553.8792311	19754.4358613	19598.604833	4018.17900574	0.0	0.0	1552.23577218	4324.35530105	2400.89761758	15784.1497531	8454.13292584	6160.84288519	9522.87195002	4609.18303145	3823.82635567	3303.2999016	2442.33722124	3132.43685607	5151.39429701
NODE_32893_length_3896_cov_6.253319	12358.7472747	36379.2214609	28642.4353493	35208.938997	21963.0170718	17549.6161746	21434.8274657	10556.214661	13887.0495282	20037.4221986	25034.2315507	32237.3896422	42894.8894476	23953.3086266	36140.3717245	24596.201166	13237.0135999	27306.4778781	16766.9678074	25450.1342342
NODE_32919_length_3893_cov_108.427045	109068.105824	134301.853137	110754.518122	109456.734254	129796.822923	97778.7211505	207514.533124	165362.551271	113628.922293	170188.669815	117024.738575	100762.267269	143577.391247	90303.245879	117291.078263	40038.0025521	29194.077733	48364.8718924	56581.7697364	51507.2503447
NODE_32992_length_3887_cov_36.840553	27876.5999517	20372.1235952	21247.4160058	21450.3120197	25963.2769614	10239.1537025	43613.2264057	62934.2101709	47983.1064023	60061.6304448	6258.4339337	18525.0434683	54072.4622102	30822.9267398	16209.7111362	22721.9431156	10295.8653815	22709.57246	19535.2657991	36067.0164631
NODE_33212_length_3870_cov_39.613368	78811.0338289	42535.3966463	16254.702696	23990.0989343	56896.3803281	17558.9512084	113588.59769	115668.558876	123793.356616	109244.414792	23479.8696309	18912.5028925	56026.3951242	16530.3813916	8917.8258966	12484.3836432	10381.5116659	8494.97829449	7397.38845787	51620.476671
NODE_33232_length_3869_cov_19.372050	93592.5487596	16624.5307774	19401.6213109	25989.9795632	58083.4940739	23412.4166421	41555.3031732	33296.164359	27588.377903	50207.7731184	0.0	0.0	5774.23852153	0.0	0.0	11311.9340262	0.0	0.0	0.0	2577.2599903
NODE_33305_length_3864_cov_7.482541	12591.3652531	30588.3936964	32514.1482411	35529.9184303	22058.7821915	16837.0634615	36110.0101229	42466.5099387	18167.340352	39892.5200729	66372.8750174	67768.079386	68431.5570093	45917.8390546	83313.9266658	33470.4306013	17794.5872826	74737.0440833	51432.7371085	69593.8900542
NODE_33349_length_3861_cov_6.217288	3661.09496248	23115.3660775	21260.8047947	19323.0968504	17895.4218652	3976.07451997	10532.7106965	20502.5030366	8446.42990603	14252.6649517	39080.3328695	84562.4250305	21256.0000802	40383.6998549	72303.180631	14807.0860607	20427.2609896	35074.8276131	42297.5846131	28275.6288319
NODE_33367_length_3859_cov_6.507624	21460.6512995	48910.8689217	25013.9317476	18997.8600842	33405.0561832	22889.845115	28513.6937405	59046.5806473	32387.4586087	33446.2074898	70772.1207503	54131.4948506	84059.2752853	38424.7507845	60041.5269493	33512.0055874	29678.5388589	43699.1432378	46294.2216799	34800.8962626
NODE_33439_length_3854_cov_7.403790	4851.62626581	18774.5343122	8755.9464163	25000.6102302	3712.14737756	4391.19239708	7524.40725017	7323.51559395	8845.60087614	13114.0559689	3853.11185029	15380.8799709	3865.38229958	9316.29051718	9732.70132247	9473.8065733	3279.29159816	6070.00149524	8230.93101306	3867.20564575
NODE_33457_length_3852_cov_100.992626	115231.200887	93875.9598276	75054.6552857	84006.658165	90333.5568791	60015.4401194	153504.044153	137688.512393	111206.940493	139889.583921	52611.3427792	46717.8496418	77056.3310964	32608.7022085	46502.6845228	19895.8099172	19577.7103011	6070.27397	25722.7270063	24493.4251919
NODE_33494_length_3849_cov_42.501845	26686.8999922	19849.1051567	35678.9450092	27004.3655993	24750.8248038	17566.5923621	70393.0799445	76714.9351072	39884.4777503	64880.3600317	6263.67094575	31288.4950829	44457.2804032	19799.6780345	17304.4466078	12317.2114471	12365.7188394	14569.6369794	25233.623923	27073.5382381
NODE_33511_length_3848_cov_5.546269	0.0	1072.94511341	2502.06701971	1000.19096856	0.0	0.0	0.0	0.0	0.0	0.0	7516.57497994	20859.4836336	1932.9704842	9317.73720636	23794.1323346	5815.85834369	3091.50068469	20640.7811752	21982.5976725	5322.25091495
NODE_33531_length_3846_cov_31.777104	18330.1879114	7458.84973389	25188.7702984	26642.3051155	7006.18226641	5319.51639057	5789.15010148	15200.4190027	20222.222381	23984.2784553	14121.1229425	43760.8610111	26681.6479758	31135.6011594	29292.524415	27772.2018971	24142.9261857	16203.3876922	19555.1024875	20499.9752803
NODE_33545_length_3845_cov_101.514512	148004.180514	113737.984887	106925.254483	116031.542106	153470.900442	73200.2370342	231793.331332	156756.208624	144086.65284	185820.362782	152677.782414	142549.82269	203425.789673	92019.7962639	127053.51771	47377.7705853	59773.1488498	48569.810921	79744.6499202	88964.0570319
NODE_33546_length_3845_cov_97.798681	95838.7733802	93350.9873523	68811.9310654	67018.2196106	102726.489112	58560.1903234	177607.876273	143571.106793	122600.046202	155214.655331	23804.0748356	48675.5492113	48327.8338138	20966.536815	32448.653325	16108.4441853	8244.57109297	7285.47183982	31900.8058196	27076.017181
NODE_33557_length_3845_cov_6.601055	1213.15079666	8300.84803881	10009.0094228	25163.7829781	0.0	2928.00934215	3010.3015318	0.0	1263.91653203	3279.18436442	6380.41352001	6953.64988733	5799.33940217	1164.80760083	1098.8314359	1051.05902478	8377.69439463	4945.02343414	3087.17399853	1289.33357144
NODE_33569_length_3844_cov_102.318026	103119.967683	92920.4734432	61306.6836121	65019.4671892	111393.034931	35292.4162064	168580.33526	142109.425419	121338.9145	150845.8413	35080.4723056	48676.6904756	56061.6523485	29120.9426415	46510.7473951	14213.6221352	13397.7384682	9714.17935986	26756.0727508	14210.338284
NODE_33575_length_3844_cov_6.807865	2426.35347661	536.510556772	12511.5683352	7002.09590648	0.0	1464.03622514	6020.72724069	2930.0901489	6319.73383562	3279.25875815	7517.24591033	4635.87528339	25131.0873716	3494.51378913	10816.4540778	4737.87404506	5152.97546999	4857.09169607	94675.3289263	7736.18145214
NODE_33593_length_3843_cov_6.603485	22554.9518743	2682.59240165	5004.74880579	7002.28812933	4950.92918107	2928.13165085	3010.42183517	4395.24074593	3791.92971549	2186.22298665	12529.0213675	0.0	3866.41679243	0.0	3245.0078239	1895.18934164	4122.47497262	6071.49845425	2058.20047637	7736.3603352
NODE_33607_length_3842_cov_4.487457	17574.7011915	20269.4715457	27526.808683	19006.7387803	17814.0867636	13235.8856022	13547.1754205	27748.0525364	17350.7092279	18981.001029	45936.9707366	52144.9407723	47276.8665746	33972.580653	63428.6453486	27396.8489333	29695.0648398	39629.221435	23910.6847345	29057.6624665
NODE_33632_length_3839_cov_19.025106	31546.0999976	51633.7213386	46298.5125152	49021.4469691	55703.7004209	27700.7474164	57202.6201497	61539.1410803	38308.2877826	47008.0428013	74114.2517522	126857.990799	79618.5973359	65239.3879664	190240.231423	66185.7913602	61218.0221981	55862.8181167	81655.9893321	51580.470291
NODE_33656_length_3837_cov_11.055526	38827.7105115	65998.7882701	66322.7659195	73412.915892	42089.4145368	27820.7447941	58710.3050632	49819.7419739	36809.1565668	55932.5018799	101498.668938	139437.408976	114075.959683	83883.5816149	185253.896577	68235.2268729	35045.9016429	53436.4060375	71016.8370864	43845.414733
NODE_33680_length_3836_cov_4.376355	4853.57379014	0.0	0.0	0.0	0.0	0.0	0.0	4395.96303562	1264.17900633	0.0	3759.29317334	11720.5887177	3867.07443751	1165.07851054	30346.5996845	2855.79846531	3092.35804041	6072.45459044	1029.25213327	0.0
NODE_33712_length_3833_cov_105.532822	129841.800044	126640.772149	120143.692366	116070.063859	134947.682432	62968.02833	208854.485969	162662.140443	127691.012006	158537.219025	110280.043361	93900.7407905	148893.377894	78894.8484652	96289.4931657	41666.9227855	35299.988482	58299.526399	60729.6078903	74802.0122517
NODE_33722_length_3833_cov_7.083907	2426.94833598	27367.2869405	22711.8105068	24014.4948582	3714.15508472	5857.49052334	9033.08013391	1465.4237329	10114.1391317	8746.88002841	28938.4694207	17486.9282352	23204.1613566	13982.0552807	9737.14015697	11125.3382837	10308.5714974	4858.29453671	12546.9713862	10462.9524364
NODE_33786_length_3829_cov_4.926603	3640.75066439	1073.30148351	0.0	2001.43149192	0.0	0.0	0.0	1465.5645566	1264.38443622	0.0	2506.59169286	9275.02429831	0.0	0.0	35705.9684908	6635.07821141	3092.85704423	3644.05145409	0.0	3869.42503837
NODE_33777_length_3829_cov_80.674616	70136.8365593	131446.142264	119628.875917	131181.083658	107974.479734	52754.2552835	114229.83382	153507.69589	85978.1453039	79700.6895316	345460.726538	369447.656362	335045.297044	263935.616444	319150.36041	164225.794836	127433.450551	196407.938869	198913.646378	179764.510781
NODE_33791_length_3828_cov_137.413199	26699.446101	23076.419687	51317.732859	80059.4438747	19811.4030793	24896.9554978	37641.615781	43967.9345039	32874.757591	31711.0778749	131598.923538	184345.425873	261078.87244	34959.7036501	29214.6135034	30332.4136073	60827.635402	31582.485778	59706.5369113	55463.0703425
NODE_33841_length_3826_cov_3.315831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8116.2191494	5802.03890992	1165.38625443	6492.41913005	2843.78134749	11341.2715013	4859.06228126	3088.39951855	23218.1734727
NODE_33833_length_3826_cov_6.991779	42478.3039548	77757.0394663	76354.5696987	88070.2909649	64390.4099132	39543.8908576	70769.0948253	67366.7610128	45521.0072327	61237.991708	209314.378226	149570.342863	183549.583687	137515.373143	176377.432929	81521.7382131	65985.5884516	132409.493318	130649.827348	126291.970925
NODE_33828_length_3826_cov_18.126492	0.0	3220.07989526	8762.0005375	13430.7488717	0.0	1464.58829376	1505.7269494	1465.66879739	5057.89009677	3280.6054755	10027.0372628	124062.22329	21274.1413109	52442.3020064	58431.7879099	35073.3045361	30930.7462169	42516.8090079	27795.587871	16768.6803925
NODE_33906_length_3820_cov_6.857902	7282.9797582	13984.2254938	17526.6185371	19245.4288988	1243.43409656	2929.54823214	16628.5590296	21988.1364214	10117.1889583	9843.17715327	41456.1254591	70001.8877707	68723.0525494	31626.4198414	69431.1226563	19055.6510848	15467.5369884	51333.3484591	68374.8620145	26036.3502255
NODE_33917_length_3819_cov_8.264878	14566.2902094	31668.0644767	6259.66292172	15014.9131061	19816.048549	13183.2458677	31146.090486	29318.2128894	18970.173944	16405.6762813	21833.4933881	60160.112431	56096.0505859	39132.2311466	63555.9019045	19418.3416654	15467.8954562	32803.8989972	51480.8783799	38148.7720336
NODE_33958_length_3814_cov_12.057728	16995.9290964	18251.0210534	11268.8000499	15017.0187102	9909.31933741	11719.6827095	15060.9101209	13194.7661545	6324.1286529	7656.86648336	46292.2072714	40274.5562723	34822.5422126	22149.2919883	67106.0605598	15376.2284679	12375.762655	20656.6644104	21951.846954	29675.9370817
NODE_34011_length_3810_cov_38.550200	62304.1941358	32782.7718008	22539.8621424	28545.7064411	50790.582643	19046.1069143	118990.861884	101169.524125	103725.40492	120704.971273	22997.6144938	13930.6495605	45619.2846582	15156.3784374	12989.4185766	11378.9189875	11345.5147236	4860.8353938	12357.7552026	36130.598655
NODE_34042_length_3808_cov_166.402078	152984.225976	166424.234202	180327.952785	170221.551608	180873.527375	82048.255258	236485.141545	231674.624057	161920.410715	222079.970326	305802.50211	257510.310427	315384.42974	158567.429346	245727.354913	102086.438804	100051.509167	144616.482991	168743.935618	171628.374985
NODE_34105_length_3803_cov_126.049893	188216.323294	193284.201107	220428.547517	157226.760741	199001.07713	134807.940091	266637.82344	238497.293519	192303.044878	229764.582272	284665.480984	248260.357729	332221.520045	202899.913768	271489.764449	106218.846867	106252.762935	138556.052408	163764.570965	147127.25729
NODE_34147_length_3801_cov_4.277096	18215.3150933	18792.1971501	8767.48433047	13420.2005854	15752.2442187	7326.83304756	24103.8374224	20531.5737489	11842.7620534	16412.5207458	51417.6956871	49390.3144264	36863.6331311	30319.9885558	66667.9640036	19607.5813433	14442.8027444	21878.2762373	17564.910398	16778.456994
NODE_34156_length_3800_cov_4.524700	23073.2586002	31678.8415551	16282.8855129	17025.9959188	29738.894926	23446.3640015	37663.0174145	46930.4404741	18978.6128004	42673.5434368	47656.516736	69610.7171109	36862.0688665	30320.7948699	69378.6870303	21927.0361859	21723.4507399	27956.2207725	23748.0831796	28394.9795169
NODE_34183_length_3797_cov_95.142704	94728.2987095	70878.5285229	75157.4681286	75121.0599838	110290.478769	48361.2286606	173260.525627	117334.563095	89838.4497615	122558.238703	23829.8922983	40609.1774597	54191.3243751	20992.9922122	54138.1928862	18970.0466876	12380.7158765	4862.28877606	27812.6254809	28396.9809188
NODE_34231_length_3794_cov_12.135865	34007.3681196	71956.3424667	100217.563376	72122.3485788	48333.3686035	30777.3067768	39174.3542811	77739.7639093	58209.312381	58000.372333	170583.57289	122996.667469	184171.498204	119786.946022	247547.693546	77782.1165437	67066.9694561	71723.6974568	96835.3352509	105850.768359
NODE_34302_length_3790_cov_5.206961	3643.9802391	20045.7631047	20768.357005	13023.5690792	4957.79261277	7987.84109382	6932.50960384	2112.68096466	5664.80798521	6720.9958933	1254.40675853	20013.6863324	7742.97632442	9343.63874866	10364.567947	2845.92730292	6393.60835248	9726.14622049	2060.50111338	7745.91006193
NODE_34361_length_3785_cov_4.427078	7288.80094558	18625.7067082	31479.1710003	19037.1550134	13635.74493	5863.48093555	9041.91064343	20539.4984937	18026.2525871	15324.0840927	92156.1354944	47027.2627887	71631.5265623	40662.0542462	65442.2872442	31928.8165595	23736.4593602	38909.0912073	21852.0059903	47358.0666809
NODE_34366_length_3784_cov_10.490480	31585.5299453	53458.607751	62152.1249187	56680.0687968	48346.1998077	29318.0299307	36990.1970134	62318.5617736	48097.3410151	38480.5040346	158323.393517	106492.096323	158771.83555	101243.349254	179984.665449	74047.6621606	52878.4535708	70912.0730382	78309.1508914	71014.2461794
NODE_34384_length_3783_cov_7.018777	3644.56686707	15497.5327539	23675.2664224	15807.4020165	4958.71634233	4397.80120927	3014.09377349	2934.35750048	1524.73420338	3283.88612997	2793.77441384	7167.35208752	4406.16336932	5294.1815592	2251.69097323	2303.26177029	2415.25268303	2776.96766766	3963.97167936	0.0
NODE_34408_length_3781_cov_20.790660	13364.0343117	17187.6554577	20050.1313579	19300.6964328	14876.9446431	10261.9770365	25620.860058	26410.4876148	34176.8635998	27367.0112223	19042.4679999	33189.6614854	37170.0017502	18519.7544855	26699.9796789	4132.74423558	5544.36512682	2432.04292733	16161.7740739	5510.6924235
NODE_34410_length_3781_cov_12.748524	13364.0343117	28446.4965588	20050.1313579	35072.4487851	23555.1601853	13193.968031	24113.7500465	42550.2264374	17721.3350834	25330.9726565	90335.9580486	101943.286237	112715.915954	49004.6159476	112647.758529	55749.4113801	43666.3541552	35264.6402941	62529.2913573	43639.1026667
