#abundance	rearangement
0.449531022071	0.516845005991
9.18731813809	0.212675202364
0.0337612970678	0.638851877362
0.169954691067	0.238467771683
4.73469449444	0.224763231179
0.0	0
0.0507288502946	0.400472016642
7.81137010437	0.216340467512
6.47451617803	0.222747255564
0.463797480274	0.506093262495
0.0782028846686	0.430801486547
0.937048700759	0.507510806373
0.431519519952	0.363230038106
0.711203765792	0.402554800682
0.0	0
0.441569015308	0.508147235969
0.0	0
0.023098958078	0.338774330169
14.7865031405	0.249701824836
0.0398026670664	0.0220467932274
0.334506318044	0.333543710826
5.69187668872	0.267747256621
7.17367687223	0.21804817384
0.441569015308	0.508147235969
6.90396176391	0.225851403101
0.653630800226	0.394511844873
8.34031582	0.228390715292
14.5588588225	0.183873759865
7.31790163081	0.246605608161
0.65328682657	0.0903306179236
3.72259484394	0.232037621022
0.000304507860499	1.0
0.0412988084397	0.280430451705
0.023574593626	0.152067314938
0.425125170696	0.238576192143
1.02396349879	0.267804012555
0.0156292690676	0.524876808812
0.0451546774	0.20357151756
3.01558292047	0.232153610564
5.65725386965	0.234195734049
5.60582004887	0.210671018598
0.0412693156192	0.159211323672
0.533978518361	0.467991732686
0.371919643554	0.307567715965
0.164936148066	0.0907319140919
0.269699387587	0.400305690145
0.0273269635823	0.304897411868
7.32011003656	0.187530756099
19.8245439728	0.220926074849
0.0305133026104	0.244796086044
2.31632307045	0.238633246389
0.0353293141457	0.706163112529
0.911718642669	0.517294469668
12.4882523181	0.203569478527
0.0252017751335	0.268089884035
0.0414483900994	0.247813706166
2.30382234469	0.290093190902
8.9689258475	0.212384253933
0.628878200153	0.268509886642
4.69052232225	0.243861224671
9.58432949763	0.206603224412
6.86491460428	0.208294397351
1.10390354182	0.30936904316
8.54340757842	0.235483469241
0.0320818530579	0.159103985797
1.08184040209	0.112637392342
5.75974661181	0.194626862923
2.66021388318	0.295277845467
11.9052522551	0.1775705888
4.74775898495	0.240919685002
16.1141512197	0.232867796819
0.451235878733	0.522737471126
0.735516963187	0.488484731633
0.0216185305194	0.243160605175
0.506512390073	0.506861829048
0.435449799313	0.490749563841
0.560869165196	0.431653764552
0.0818199277267	0.184445112862
8.53527651652	0.20151669014
0.472755039085	0.478917497041
3.44681473177	0.235891107539
1.22099183045	0.168147221364
2.03730216685	0.269637479234
0.232468301984	0.293223832403
0.0665095225969	0.487605163099
2.83007150744	0.279773167032
0.00243386189771	1.0
0.0244511046805	0.404036730703
0.304560810333	0.17882957542
3.29047423229	0.267322938094
0.0220962925609	0.133045966124
4.11673865778	0.232851963224
0.653790679648	0.194262769251
7.18733546891	0.225425157946
0.000981136374549	1.0
0.781570045271	0.25176091802
1.61937421673	0.285465120975
8.16892524758	0.17223581239
0.0413898166438	0.199970608639
1.32948820025	0.197565256132
0.0	0
9.59015689112	0.216983398812
0.453484731632	0.510212372608
0.0447702824751	0.465155551589
0.110268410097	0.150485697474
16.4894990724	0.204375182224
2.14354637306	0.458993806329
7.01988788501	0.220107713665
4.16299288179	0.262919464893
10.3644836877	0.22488192773
0.187565934448	0.733072058449
1.07382013079	0.366761856551
1.28228562613	0.348466572083
6.17899714702	0.235366259868
4.59878967514	0.237469053255
8.09505444539	0.22239458461
7.44843661762	0.211086569954
0.705238639727	0.273684106676
7.49686930271	0.236506148457
1.39625967094	0.366818495229
5.38193907911	0.175213897701
4.31535015516	0.246203146872
15.0495350778	0.249832729078
0.481028582759	0.464717902387
0.984857382379	0.202163881933
6.96148441457	0.263498885616
0.0729142977029	0.44949770107
0.0192178621959	0.233838647367
14.233491661	0.214765233026
15.269216412	0.22441013146
5.35764958409	0.164003500254
6.23428952126	0.243051589276
0.0987105854847	0.468855344068
0.0322747035635	0.0762819434153
6.94178073631	0.230417746069
2.92575868646	0.48473864854
1.66509332097	0.189379504749
0.0106560647846	0.241412119392
0.022834490094	0.160009083966
0.00398323019202	0.277768482635
0.937999245824	0.623734297503
0.0401020240658	0.241439452682
0.531024678392	0.465970375026
5.83557353543	0.258496587435
0.0348090013582	0.0734088740941
4.8481214344	0.216204366279
4.71111270908	0.213635561749
0.0193207314966	0.328273492908
0.0372693972625	0.524305262306
0.449429739946	0.510891605012
0.0425809724143	0.105536064611
0.472645694955	0.499443886807
0.446936666943	0.494673591217
0.478701145865	0.260458835662
1.88706247576	0.13512870288
2.82310251779	0.264100573448
0.268373782971	0.395105049442
0.0455498319342	0.206786505344
0.24822516766	0.265236676093
0.654287793667	0.280344911245
0.524109019126	0.402322844926
2.53823300237	0.180938383768
11.366989759	0.246947409849
0.0351924874841	0.049992286605
1.62305723774	0.353981218327
2.01103736583	0.100381285449
12.4791558129	0.2271091115
0.208395625921	0.220985576648
8.03142968791	0.242559444826
0.0410701283354	0.178595356697
0.00916282859731	0.76608839291
0.0793392313012	0.427083991084
3.76454425936	0.279117002554
0.540253241593	0.461090201226
0.00170685403615	0.447415968513
5.67310308911	0.243160976803
7.8732723536	0.21246481633
2.54201000519	0.290153340755
6.15333533578	0.235543943385
6.40969934208	0.227975566792
4.30406777273	0.193424723812
0.0241415214407	0.113429011124
1.24727253095	0.242468693135
0.0558619816687	0.288271704764
7.47031741702	0.19748314155
1.502961766	0.382883203644
1.21575777753	0.354632950601
0.040848001529	0.192740919065
0.0188121685558	0.189222539874
6.73909243207	0.233610973189
2.09798640846	0.131684609782
1.42333165284	0.179600924468
7.18774996834	0.265383101154
0.0976814932367	0.370016035427
0.993715340612	0.483748694021
0.0609790962914	0.192387569216
0.0241750368225	0.441289465784
7.93347375481	0.243675028066
2.20801096788	0.274433528617
2.42499123637	0.252313893062
2.43688068394	0.356003986817
0.0140002004324	0.431890718426
5.88648250414	0.187293010911
1.62348962031	0.295728397783
1.66072798819	0.163286367902
5.15295344791	0.215177230813
0.464458763468	0.494860574619
0.488263097964	0.520124260776
1.09306758712	0.210854636695
0.4532750549	0.519298249948
0.656270313351	0.433536846067
0.447144797224	0.493039888042
0.4532750549	0.519298249948
0.628818680132	0.223413398479
1.65500942628	0.296881473708
5.02993308569	0.217561134974
1.08821324603	0.336220741745
6.50807356507	0.201733440116
0.604249209884	0.286495497325
0.117424136743	0.220171107083
0.0193625532166	0.198253919398
1.38765547477	0.356580972859
0.000221098818694	1.0
7.87242698786	0.264086765666
0.00547145456653	0.411751102096
6.16867463483	0.25690591931
11.6029625996	0.256682004759
7.94092089733	0.27328414526
0.0374803254557	0.240103996281
1.1025453713	0.315245839786
0.06367672794	0.242425342916
8.97988763971	0.227596852798
2.51079011945	0.373268958776
0.0	0
0.0	0
8.92546836985	0.210609928985
1.13582378727	0.167882249862
6.32180140339	0.211454812008
4.56007847086	0.245090448364
13.1916092143	0.274746533481
0.0218852650436	0.145015662051
15.3899573574	0.206210780651
1.55678932404	0.142729831824
0.041718113224	0.767516195572
0.244307688945	0.420820676705
1.55605486105	0.320304862844
5.54130323505	0.249767242533
1.19877917464	0.173778953195
0.772339116227	0.19817571517
3.02181336854	0.292426103811
2.50341417696	0.206470728502
4.23650699999	0.284481282089
3.1131122962	0.306313801747
9.45674687602	0.286780764269
0.581177826725	0.449579398525
0.0529540515273	0.132868039388
0.0301082923025	0.0191567036842
0.0369241244682	0.22841650914
0.509676818552	0.489688298565
8.4084098143	0.258061434461
3.71634422229	0.184866607627
0.143125080887	0.422425670035
0.524633979267	0.467116647128
0.0333714989932	0.287351496025
0.790957671485	0.410775663977
3.65726976101	0.179695173263
10.790792277	0.226195917594
4.42806798424	0.281472815632
0.0360634245639	0.3464484042
0.0987651105566	0.249051203121
4.70876424268	0.195034108288
7.94657072052	0.190424544415
0.0411780402364	0.196403245312
5.19459818066	0.216244112227
6.84428923802	0.224638774797
6.98012529263	0.208350845469
0.0	0
0.110734630862	0.313933910869
0.0287881116566	0.0744179540364
13.0775652884	0.220920701309
4.33365933277	0.287214980826
0.106730849856	0.231413336895
7.60776720673	0.219897235383
0.0485048518567	0.210403049773
0.128844187144	0.117195019712
0.0325324454336	0.449272507514
18.1991027417	0.259285550935
0.0276014402985	0.350884884834
0.0276014402985	0.350884884834
0.450910650182	0.318265291746
3.68449672058	0.241599468919
7.01401823872	0.193771270348
0.450910650182	0.318265291746
2.82699399594	0.242695270038
2.56797410946	0.248733025723
1.96276609173	0.279742194218
1.26369303773	0.258142258793
0.0644091925765	0.277461806517
5.19765007162	0.0740280178655
2.45996716899	0.205714925397
1.96702316098	0.225870833715
1.97589187974	0.320078907975
0.45851725627	0.510351782583
5.16318501424	0.237745991986
1.01781349973	0.499043161275
3.48306892813	0.250387322008
2.23123673193	0.195712255401
0.23615375242	0.210508696958
0.844167980972	0.190264545655
0.0284348304938	0.334640758453
6.19858673247	0.201040807498
0.0192763939347	0.172103769935
0.103947143354	0.0416894944501
1.27326002543	0.223231115198
6.91991130335	0.188660828592
0.0357753049172	0.518182274354
0.121905017297	0.228099420267
7.27117789134	0.251946371915
7.9774611873	0.251740220477
1.08600763415	0.162952808695
8.78122006499	0.248024752916
2.91060794409	0.22417807205
0.732314065114	0.460934890467
9.14547971835	0.249988213769
6.38709290237	0.186303350706
0.0663977102973	0.258806076318
11.0761809165	0.18716209302
0.0721202511336	0.416194150952
0.0420107500681	0.0616428207729
0.115853581964	0.0717113480593
0.0293387783935	0.421436819041
3.50939544493	0.151530148893
1.85934396111	0.258820023022
0.0640521729191	0.0617109633736
0.486961455851	0.446442650337
3.0387145386	0.180275015583
8.61206495562	0.21235545375
1.48315591263	0.308289161612
1.59860707064	0.241680222264
1.62306374535	0.25342749775
1.46094206693	0.338627556269
0.0930555332917	0.185453289249
0.817912918634	0.25016181703
8.27303018848	0.203454610115
0.0	0
4.11210111878	0.212185869849
0.0204851546162	0.275390074943
0.0455782411456	0.249321843931
0.00979799692252	0.260063627913
18.6136263165	0.218092801593
4.86523485173	0.225362039936
5.60395673811	0.20677142412
5.87066604585	0.232861273592
7.74095567931	0.219177360591
5.62994632727	0.207317937444
5.68585272106	0.250308135999
0.0415710434431	0.1179028014
2.69887672529	0.214997083071
6.56794484901	0.252979671966
6.81739518742	0.257128679496
2.0206820407	0.392546357342
4.6192611968	0.233907190685
10.5187532785	0.212416761186
4.98220082476	0.227810704233
0.867030909155	0.254698435148
8.75451237801	0.226155371127
0.670654846137	0.418787361759
0.794138694761	0.354755725287
1.54206048593	0.416173566911
9.19406232287	0.205336940022
3.73497839298	0.30460554183
2.87755061022	0.182500030962
1.35534178615	0.217784678919
13.9479966881	0.18124345826
0.0388554880596	0.32543812733
0.441569015308	0.508147235969
1.770828148	0.110425403591
1.7249631112	0.287714514443
32.6916003117	0.255549929125
1.82543052976	0.156309188548
0.045850774116	0.155524654946
0.976334714059	0.335063635883
1.8185475477	0.263932318736
0.327571683264	0.368017893855
0.0304148253506	0.0961227788824
