	SG1-TOP-2017-02mt-9am-DNA-10	SG1-TOP-2017-02mt-9am-DNA-3	SG1-TOP-2016-02mt-9b	SG1-TOP-2017-02mt-9am-DNA-6	SG1-TOP-2017-02mt-9am-DNA-9	SG1-TOP-2014-09-5	SG1-TOP-2014-09-7	SG1-TOP-2017-02mt-9am-DNA-1	SG1-TOP-2017-02mt-9am-DNA-12	SG1-TOP-2016-02mt-17b	SG1-TOP-2017-02mt-8pm-DNA-1	SG1-TOP-2017-02mt-9am-DNA-11	SG1-TOP-2016-02mt-13a	SG1-TOP-2017-02mt-9am-DNA-2	SG1-TOP-2014-09-2	SG1-TOP-2014-09-1	SG1-TOP-2017-02mt-8pm-DNA-3	SG1-TOP-2017-02mt-8pm-DNA-2	SG1-TOP-2015-06-3	SG1-TOP-2016-02mt-3-1	SG1-TOP-2014-09-9	SG1-TOP-2017-02mt-9am-DNA-5	SG1-TOP-2015-06-8	SG1-TOP-2016-02mt-1-2	SG1-TOP-2014-09-10	SG1-TOP-2014-09-6	SG1-TOP-2015-06-9	SG1-TOP-2017-02mt-9am-DNA-8	SG1-TOP-2017-02mt-9am-DNA-7	SG1-TOP-2015-06-7	SG1-TOP-2016-02mt-10-1	SG1-TOP-2014-09-8	SG1-TOP-2017-02mt-9am-DNA-4	SG1-TOP-2015-06-6	SG1-TOP-2016-02mt-2-2	SG1-TOP-2014-09-3	SG1-TOP-2017-02-9am-1	SG1-TOP-2015-06-1	SG1-TOP-2016-02-1a	SG1-TOP-2016-02mt-17a	SG1-TOP-2016-02mt-13b	SG1-TOP-2016-02-17a	SG1-TOP-2016-02-9b	SG1-TOP-2016-02mt-1a	SG1-TOP-2016-02-9a	SG1-TOP-2016-02-13a	SG1-TOP-2015-06-2	SG1-TOP-2016-02-1b	SG1-TOP-2015-06-4	SG1-TOP-2014-09-4	SG1-TOP-2017-02-9am-2	SG1-TOP-2016-02mt-1b	SG1-TOP-2016-02-17b	SG1-TOP-2016-02-13b	SG1-TOP-2015-06-5
SG1-TOP-2017-02mt-9am-DNA-8	0.0294780120138	0.0472898978659	0.135245327457	0.028477556209	0.0373857853449	0.0705806803782	0.0506642114604	0.0314287271058	0.0389163798299	0.135390380964	0.0361039783923	0.0294313975496	0.118467162874	0.0215301503359	0.0928471949468	0.0789431490987	0.0314457536392	0.0260642122045	0.0517410879743	0.104436161329	0.0667549704433	0.0357387405599	0.0726309161909	0.131659341807	0.0895211262875	0.0683236456904	0.0732860138374	0.0	0.0380193256896	0.073702883073	0.11354031777	0.0691425378115	0.0600899431673	0.0557071537624	0.10424138911	0.0558198231286	0.0546017638411	0.0831650004582	0.111373121262	0.118816938035	0.100341235265	0.130599599409	0.178072972234	0.101569628845	0.0812170619402	0.132891938993	0.0779671497218	0.129708489142	0.090085240933	0.0602384055045	0.04669875207	0.105831192074	0.141726037594	0.114475907682	0.0748045225199
SG1-TOP-2017-02mt-9am-DNA-7	0.0400747192027	0.0292702507062	0.112031302474	0.037498881649	0.0287106956913	0.0622921002843	0.0541881144948	0.040163678261	0.0367152289127	0.118465403604	0.0336430687045	0.0436447629467	0.101736304585	0.0381330398885	0.105931585918	0.0755452070179	0.046277681891	0.0385160536187	0.0617549343963	0.0909356621923	0.0847684349849	0.0306276467359	0.0898684459202	0.117732660359	0.0796274382684	0.0603782787116	0.0608715403403	0.0380193256896	0.0	0.0660024840605	0.100041333347	0.0590930682275	0.0385978283076	0.0645447478183	0.0895020889672	0.0709838391839	0.0464476054197	0.102365602072	0.0928683735767	0.103387514692	0.0881726256016	0.113407813261	0.156907640543	0.084884695437	0.0665132189303	0.11885661725	0.0656231077987	0.114700424997	0.0788880991183	0.0598616436977	0.0607589841094	0.0933653996477	0.127024347166	0.10256677671	0.0646347553871
SG1-TOP-2015-06-7	0.0674741608052	0.064616946575	0.132921501057	0.0750541012874	0.069962880704	0.0615161176935	0.0547947501859	0.0782581221798	0.0721986110905	0.126118620013	0.0729451408337	0.081284509029	0.115140973445	0.078935612883	0.0862041152662	0.0425649542672	0.0762229682963	0.0724367790131	0.0356565895443	0.104729624941	0.0642944920785	0.0622694638829	0.0849175312137	0.126890419714	0.0477678613744	0.0562978347442	0.0277810589843	0.073702883073	0.0660024840605	0.0	0.0990291197884	0.0608717907272	0.0800071556082	0.0423767442909	0.110060924602	0.0555927730914	0.0664897155653	0.08288034784	0.099036251137	0.12382276421	0.106101399667	0.124824519112	0.170311373084	0.105616555004	0.0760380615844	0.125281121223	0.0287515546154	0.111420123178	0.0396425675912	0.0443710085068	0.0682088113845	0.0961877859718	0.126771533185	0.112192491972	0.025935110714
SG1-TOP-2016-02mt-10-1	0.103708115032	0.0891126034831	0.0559862727471	0.109939331033	0.0954829367615	0.0941840098375	0.114117953264	0.111402613132	0.0973203479636	0.0585449628632	0.0967736451863	0.120702621086	0.0452871482796	0.119730273744	0.151553677064	0.113701235825	0.118581430638	0.106638464758	0.102743322623	0.0364813061669	0.137061618219	0.0911961675881	0.147786961142	0.0510711526468	0.0970489748612	0.0975730328869	0.0943678350432	0.11354031777	0.100041333347	0.0990291197884	0.0	0.0982093346245	0.0758612699563	0.102866629063	0.036035395039	0.12537975867	0.0855519388453	0.153235253503	0.0522797982935	0.0476845353052	0.0344700733615	0.0533012673529	0.0968937004813	0.0345760984004	0.0659604421937	0.0542019241265	0.104861810148	0.0481774582276	0.101059609578	0.101796115541	0.117005305824	0.0349738476358	0.0632688048513	0.0386169667927	0.0923916745039
SG1-TOP-2014-09-8	0.0693135737963	0.0563478233518	0.130149972433	0.0586762891055	0.0564356474198	0.0426974275477	0.0481089466883	0.0645774883566	0.0615897650175	0.125746029629	0.0565206907135	0.0691754407146	0.11154621287	0.068311120115	0.0986221632554	0.0647038299696	0.0632009916759	0.0599563100659	0.0656282234752	0.0943321708346	0.0758217720507	0.0541255093961	0.0790869571236	0.12230836511	0.0688175086597	0.0429738493694	0.0612081411372	0.0691425378115	0.0590930682275	0.0608717907272	0.0982093346245	0.0	0.0635537586257	0.0640234522473	0.0974945659497	0.0637168557923	0.0488102995735	0.0874052064657	0.0985083810332	0.11137494548	0.0998315188655	0.113817387495	0.166584676111	0.102357807636	0.0617341167556	0.12395695051	0.0698726666419	0.109397672004	0.0702216582557	0.0471002144311	0.0588135998974	0.0916333640307	0.125484706094	0.107334963918	0.0602608954394
SG1-TOP-2017-02mt-9am-DNA-4	0.0611179526544	0.0340378231907	0.0865414703425	0.0579119418118	0.0424525211483	0.0586494862497	0.0757976421569	0.0603889442966	0.0467724768519	0.0941548493913	0.0467574638047	0.0712354951567	0.0783305566893	0.0627546899673	0.127520567586	0.0901927026515	0.071172138481	0.0555765970384	0.0799619870851	0.066837438173	0.105128069312	0.0426045319122	0.113926581923	0.0926846975309	0.0699173609007	0.0621923264826	0.0756764432555	0.0600899431673	0.0385978283076	0.0800071556082	0.0758612699563	0.0635537586257	0.0	0.08250731796	0.0653988012981	0.0928075675322	0.0458094594689	0.122466839424	0.0696456476671	0.0790585514636	0.0638579150858	0.0874627708426	0.130973190053	0.0624874693784	0.0466187348485	0.0951805961754	0.0819515124614	0.089876428795	0.0829895741984	0.0755836544944	0.0833649164697	0.0684390208437	0.1022347656	0.0783913148872	0.0722995048021
SG1-TOP-2015-06-6	0.0481379231273	0.0663085478351	0.139420828719	0.0520694415781	0.064450471182	0.0660777388634	0.0497104000301	0.0544985312332	0.0641556555408	0.136030998594	0.0622414981255	0.0604785220408	0.122020629376	0.0582097325618	0.0758731842487	0.0544030050413	0.0500519464269	0.0516778327018	0.0276545702339	0.109038765407	0.053525169588	0.0546193483262	0.0676625018568	0.133384492767	0.0683006379359	0.0608896030772	0.0451133360516	0.0557071537624	0.0645447478183	0.0423767442909	0.102866629063	0.0640234522473	0.08250731796	0.0	0.115167008752	0.0457931768612	0.0662297092691	0.0742829143217	0.105500428506	0.128430588859	0.109661988491	0.133024546305	0.180161826482	0.110340105487	0.0819032836001	0.131545878575	0.0502686939572	0.12013906935	0.0654931113475	0.0441823418453	0.0476145935485	0.103126356125	0.138080809468	0.11966261306	0.0430479307343
SG1-TOP-2016-02mt-2-2	0.103673774399	0.0830412359064	0.0482720365826	0.0987290809452	0.0858805965849	0.0951781882698	0.112373675351	0.103710084975	0.087080015491	0.057302562716	0.0879061794797	0.111840303009	0.0382034896574	0.108570782673	0.154574816814	0.121707157142	0.111235040015	0.0999377016029	0.112514991429	0.0326528563944	0.138942183035	0.0881510030535	0.148016860956	0.0470853803607	0.102619548743	0.0983591196897	0.102677405184	0.10424138911	0.0895020889672	0.110060924602	0.036035395039	0.0974945659497	0.0653988012981	0.115167008752	0.0	0.126826861879	0.0798452710368	0.154986613984	0.0548309520098	0.0373242005896	0.0352090672046	0.0450386001973	0.0908668498	0.033081027099	0.0609730606609	0.052551827082	0.114245705907	0.0464697343115	0.113965678748	0.109009370115	0.114696510285	0.034811345724	0.0592506521784	0.0370805640634	0.106361599906
SG1-TOP-2014-09-3	0.0500262300569	0.0777285536853	0.156227237353	0.0538234921389	0.0734317278912	0.0633490086403	0.0430130474744	0.0560165896739	0.0709457761549	0.152886833352	0.0698426049901	0.057353538364	0.138367324848	0.0554875807918	0.072151302728	0.0485538871047	0.0503201670801	0.0541738356569	0.043576549657	0.121611201744	0.0357288187112	0.064476329935	0.055031254445	0.147322733103	0.0626113685771	0.0592477363188	0.0617031581714	0.0558198231286	0.0709838391839	0.0555927730914	0.12537975867	0.0637168557923	0.0928075675322	0.0457931768612	0.126826861879	0.0	0.0750792161437	0.0536247267713	0.12679434165	0.141176010836	0.124948348982	0.147665156097	0.19493523434	0.125127607979	0.0934148579545	0.149216970043	0.0608480010046	0.138114737867	0.0681317733258	0.0485377184599	0.055360603126	0.11999136095	0.150580636684	0.135835334005	0.062339268309
SG1-TOP-2017-02-9am-1	0.0505543294018	0.0370177599618	0.113167572824	0.0507534180124	0.0381469736842	0.0552236984522	0.0622129312801	0.0569719209316	0.0431730418386	0.108037587083	0.0391219911378	0.055682429463	0.093888336863	0.0575992070512	0.104259563765	0.0721391069897	0.0575440217532	0.0439904807041	0.0642095616062	0.0768232571282	0.085676355885	0.0354519118046	0.0971594766754	0.106473255882	0.0728930885506	0.0537547661504	0.0604712813582	0.0546017638411	0.0464476054197	0.0664897155653	0.0855519388453	0.0488102995735	0.0458094594689	0.0662297092691	0.0798452710368	0.0750792161437	0.0	0.100969581427	0.0802226984808	0.0939927684982	0.0785712008914	0.101689324275	0.15132962483	0.0782192757377	0.047810461335	0.107942802526	0.0701104455819	0.0982715836212	0.0764371468068	0.0587253073104	0.0592911641911	0.0792849918916	0.110249573514	0.0883485316269	0.0647220710429
SG1-TOP-2015-06-1	0.0819518477694	0.103611154544	0.186845156933	0.0816467720549	0.10243220343	0.0906060500428	0.0644451211159	0.0858488203917	0.103419505425	0.183857768433	0.0997922487542	0.0773102995996	0.167883107367	0.079520061551	0.0602987918213	0.071503119809	0.0699529194936	0.0825800091378	0.0736166098117	0.15284593508	0.0368736611296	0.0932283256173	0.0443245281072	0.18022532122	0.0878113355104	0.0825631296449	0.0883758447497	0.0831650004582	0.102365602072	0.08288034784	0.153235253503	0.0874052064657	0.122466839424	0.0742829143217	0.154986613984	0.0536247267713	0.100969581427	0.0	0.153047508809	0.169508849962	0.157284224896	0.173885181908	0.223439133944	0.154779676106	0.116755821976	0.179556264668	0.0894111883444	0.168427182022	0.0852046645968	0.0699896563422	0.0708264499541	0.150861636026	0.18168596561	0.165691261484	0.091822062202
SG1-TOP-2016-02-1a	0.106296522524	0.083055431307	0.0621876108833	0.110586144502	0.0948902842584	0.100952924173	0.119743073657	0.115124333038	0.0974703097662	0.0642644905095	0.0988738347763	0.122400878277	0.0504616161616	0.118615638897	0.140057211637	0.114579045815	0.122421588045	0.107095094204	0.104732287885	0.05438760932	0.134393861472	0.0917923969118	0.148120381908	0.0710548754743	0.0956147727273	0.102623628606	0.0951605660133	0.111373121262	0.0928683735767	0.099036251137	0.0522797982935	0.0985083810332	0.0696456476671	0.105500428506	0.0548309520098	0.12679434165	0.0802226984808	0.153047508809	0.0	0.0697032478978	0.0484177245158	0.064022630057	0.095667144289	0.0386425588281	0.0563452259199	0.0619093853023	0.100649892082	0.0592640254456	0.0982030955044	0.106185197825	0.113986049477	0.0448647461159	0.0699861033908	0.0572546716937	0.0947382035815
SG1-TOP-2016-02mt-17a	0.115692749639	0.0967834933199	0.0402579779832	0.114028092678	0.0966739785524	0.105767370146	0.126217522788	0.115877427199	0.10177947546	0.0514786104123	0.103910457174	0.126302392446	0.0366564572533	0.122639430163	0.172090885769	0.135897871679	0.126846920907	0.11366289532	0.126440117015	0.0448467740077	0.153316808876	0.1001486594	0.163521747707	0.0433131628371	0.116336926775	0.109982156168	0.122022071278	0.118816938035	0.103387514692	0.12382276421	0.0476845353052	0.11137494548	0.0790585514636	0.128430588859	0.0373242005896	0.141176010836	0.0939927684982	0.169508849962	0.0697032478978	0.0	0.041966389599	0.030390944889	0.076405504938	0.0471670130745	0.0787353940521	0.0430519220067	0.127476168704	0.0427661167458	0.12809280439	0.121908534432	0.132100898931	0.0467179438255	0.0555259896092	0.0395572670215	0.118552579719
SG1-TOP-2016-02mt-13b	0.0947864225185	0.08186033209	0.0495470878585	0.0990615864258	0.0822903015656	0.0913263491851	0.112390965128	0.101948939074	0.0822627630455	0.0496258258318	0.0856329537242	0.112624132222	0.0357257412016	0.106293887887	0.156094392354	0.11882522504	0.114186372323	0.0968614092995	0.106378700723	0.0309325224898	0.138505867957	0.0828894797138	0.149865067571	0.0476533358426	0.0997115018837	0.0944865004621	0.103187211355	0.100341235265	0.0881726256016	0.106101399667	0.0344700733615	0.0998315188655	0.0638579150858	0.109661988491	0.0352090672046	0.124948348982	0.0785712008914	0.157284224896	0.0484177245158	0.041966389599	0.0	0.0524603383755	0.0921368452747	0.0261398905994	0.0636147688521	0.0501233845082	0.110878415119	0.0486459693881	0.111366292007	0.106659864029	0.120346818938	0.0320174678665	0.0586679563021	0.0299965216726	0.100608189182
SG1-TOP-2016-02-17a	0.127687945504	0.106379813643	0.0409870102298	0.125691027891	0.108687643125	0.113372560835	0.132793083529	0.129290187031	0.113938176253	0.0479149404712	0.115843587619	0.139830910982	0.0404764166915	0.13559021452	0.170437415399	0.139298653907	0.13982631883	0.126412826802	0.129881152929	0.0515325902779	0.158289106963	0.112169788872	0.168535534084	0.0430404229994	0.118822279518	0.117451203433	0.122512252051	0.130599599409	0.113407813261	0.124824519112	0.0533012673529	0.113817387495	0.0874627708426	0.133024546305	0.0450386001973	0.147665156097	0.101689324275	0.173885181908	0.064022630057	0.030390944889	0.0524603383755	0.0	0.0700314790152	0.053387081457	0.0783086496061	0.0355345204912	0.129783004744	0.037339017601	0.12670205489	0.126138061816	0.134631265082	0.0510270253217	0.0475802627105	0.03964599902	0.119345625664
SG1-TOP-2016-02-9b	0.173875197131	0.150113882418	0.0572323510774	0.174772010824	0.157737756516	0.164914794509	0.18488849909	0.177610524714	0.161378362999	0.0662006486855	0.163618465714	0.188891853886	0.0795648353964	0.182752513155	0.216630653015	0.182296675258	0.189504302952	0.174257334179	0.178451234774	0.0997836940071	0.207560280339	0.159473105974	0.221032102905	0.0675274615523	0.163428920747	0.166127889652	0.164970929966	0.178072972234	0.156907640543	0.170311373084	0.0968937004813	0.166584676111	0.130973190053	0.180161826482	0.0908668498	0.19493523434	0.15132962483	0.223439133944	0.095667144289	0.076405504938	0.0921368452747	0.0700314790152	0.0	0.0893104663296	0.127034980084	0.0741367755301	0.168513312251	0.0790336691956	0.165728331921	0.174321767925	0.188407717061	0.0929883458347	0.0684358430108	0.08446424584	0.16439430614
SG1-TOP-2016-02mt-1a	0.097047801174	0.0766395016371	0.0471282374758	0.100147509508	0.0838221661914	0.0956785623015	0.115157406701	0.105701942065	0.0869650135325	0.0515434192815	0.0882944732616	0.113675703423	0.0336538967328	0.108291542201	0.151338829148	0.115912315267	0.113766733315	0.0968055695611	0.105783781624	0.0332057634417	0.136861210459	0.0832392350511	0.149412919879	0.0490494987893	0.0964347479611	0.0990162610362	0.0984348022794	0.101569628845	0.084884695437	0.105616555004	0.0345760984004	0.102357807636	0.0624874693784	0.110340105487	0.033081027099	0.125127607979	0.0782192757377	0.154779676106	0.0386425588281	0.0471670130745	0.0261398905994	0.053387081457	0.0893104663296	0.0	0.0598542844846	0.0481049631679	0.105224825053	0.0487171286832	0.106025705652	0.10755628297	0.118612471176	0.0348538229279	0.0584077431102	0.0395856366617	0.0987198412747
SG1-TOP-2016-02-9a	0.0767419968526	0.0572437996908	0.0898871452068	0.0751809957843	0.0632443142322	0.0636219932295	0.0808498285428	0.0804820167178	0.0673264453125	0.0884558085664	0.0663395549242	0.0852442728438	0.0723704115131	0.0849372628309	0.113665396137	0.0864342897727	0.0819423137301	0.0718987381316	0.0800054427561	0.0667437313329	0.104016275649	0.0619455110848	0.113171577702	0.0862276247428	0.0692936931818	0.0668112961442	0.0711739651886	0.0812170619402	0.0665132189303	0.0760380615844	0.0659604421937	0.0617341167556	0.0466187348485	0.0819032836001	0.0609730606609	0.0934148579545	0.047810461335	0.116755821976	0.0563452259199	0.0787353940521	0.0636147688521	0.0783086496061	0.127034980084	0.0598542844846	0.0	0.0837474294754	0.0788648401444	0.0740198211428	0.0798466913896	0.0755354944459	0.0775516902402	0.0572121379433	0.086897561203	0.0729425106303	0.0726517231744
SG1-TOP-2016-02-13a	0.129198897204	0.111150805767	0.0388677937286	0.133476242528	0.11458065779	0.118597691407	0.140838826357	0.137680786617	0.118912295949	0.0433510475558	0.120585615015	0.14475095815	0.0304358928674	0.140753465293	0.172180219449	0.139617073074	0.143507536063	0.130648890631	0.129364660782	0.0556245973037	0.161480985282	0.115685307086	0.175164712829	0.0382955506292	0.120189921952	0.12227297915	0.122829624472	0.132891938993	0.11885661725	0.125281121223	0.0542019241265	0.12395695051	0.0951805961754	0.131545878575	0.052551827082	0.149216970043	0.107942802526	0.179556264668	0.0619093853023	0.0430519220067	0.0501233845082	0.0355345204912	0.0741367755301	0.0481049631679	0.0837474294754	0.0	0.128721589889	0.0381332573871	0.129799801924	0.13161104994	0.145222179822	0.0531860550859	0.0395212919354	0.0451549833598	0.119845722658
SG1-TOP-2015-06-2	0.0710252503857	0.0653024470266	0.131958858283	0.0779507044716	0.0705806248086	0.0672118419804	0.0614055211194	0.0837919245891	0.0739759104491	0.124814310349	0.0740315864566	0.0850341309221	0.118258204406	0.08137522675	0.0851448500147	0.0437762592922	0.0771925592141	0.0759903319561	0.0417310272523	0.109201733621	0.0697748649306	0.0651768212815	0.0886141792028	0.131840036946	0.0509806748974	0.0629383075499	0.0289695809418	0.0779671497218	0.0656231077987	0.0287515546154	0.104861810148	0.0698726666419	0.0819515124614	0.0502686939572	0.114245705907	0.0608480010046	0.0701104455819	0.0894111883444	0.100649892082	0.127476168704	0.110878415119	0.129783004744	0.168513312251	0.105224825053	0.0788648401444	0.128721589889	0.0	0.114653303213	0.0391837380664	0.0550297932977	0.0738893238549	0.103082456513	0.130023534846	0.119090698889	0.0335912594287
SG1-TOP-2016-02-1b	0.125010969009	0.106931387573	0.0412739354019	0.125961870346	0.112962194889	0.107276340179	0.12694020029	0.13050073022	0.114526023382	0.0447550295479	0.117012515792	0.139258194294	0.0372082417042	0.136850077013	0.161653977862	0.124970323704	0.136342408464	0.126986481802	0.116427781467	0.0524261660142	0.147493849899	0.112559390289	0.163269012965	0.0432043428389	0.105909556338	0.109307712285	0.108463093527	0.129708489142	0.114700424997	0.111420123178	0.0481774582276	0.109397672004	0.089876428795	0.12013906935	0.0464697343115	0.138114737867	0.0982715836212	0.168427182022	0.0592640254456	0.0427661167458	0.0486459693881	0.037339017601	0.0790336691956	0.0487171286832	0.0740198211428	0.0381332573871	0.114653303213	0.0	0.113711646706	0.120116850649	0.131194470832	0.0382289504832	0.0403910413767	0.0371383347595	0.108979921244
SG1-TOP-2015-06-4	0.0872456872806	0.0774956746982	0.130915760837	0.0936048621939	0.0837826963104	0.060614521159	0.0592869237071	0.0975431580099	0.08604890625	0.122031864997	0.088940262228	0.100926597539	0.119172613226	0.0983485468984	0.0978022407698	0.0478991244661	0.094502395146	0.0898184588815	0.0550399996615	0.109788138585	0.073853763279	0.0803824813938	0.0990038201031	0.132193160646	0.0456989538209	0.0566298191217	0.0431094324119	0.090085240933	0.0788880991183	0.0396425675912	0.101059609578	0.0702216582557	0.0829895741984	0.0654931113475	0.113965678748	0.0681317733258	0.0764371468068	0.0852046645968	0.0982030955044	0.12809280439	0.111366292007	0.12670205489	0.165728331921	0.106025705652	0.0798466913896	0.129799801924	0.0391837380664	0.113711646706	0.0	0.0549420220006	0.0870355404827	0.100677327249	0.126900951501	0.116336436543	0.0411364318257
SG1-TOP-2014-09-4	0.0551051250548	0.0614178954917	0.136627120364	0.0567266070999	0.0602258871746	0.0443356343773	0.0328178661599	0.0608495893567	0.0597664299508	0.132974102728	0.0599476068267	0.0669880837943	0.118482673794	0.0651158933022	0.0916987915539	0.0423590988892	0.0601800817555	0.0555585865052	0.0442349254849	0.101739222562	0.0599874109952	0.0485425123083	0.07518780804	0.131888684804	0.0562182009704	0.0386827262616	0.0509401103531	0.0602384055045	0.0598616436977	0.0443710085068	0.101796115541	0.0471002144311	0.0755836544944	0.0441823418453	0.109009370115	0.0485377184599	0.0587253073104	0.0699896563422	0.106185197825	0.121908534432	0.106659864029	0.126138061816	0.174321767925	0.10755628297	0.0755354944459	0.13161104994	0.0550297932977	0.120116850649	0.0549420220006	0.0	0.0599581874054	0.100626754106	0.135053794558	0.113727328329	0.04924412509
SG1-TOP-2017-02-9am-2	0.0481577004848	0.065683137734	0.151188710873	0.0438379752878	0.0609687732856	0.0754958948061	0.0552936202545	0.0442261601283	0.0652454494958	0.147432937683	0.0577498629916	0.045603341353	0.132986887273	0.0464150487051	0.0706130759176	0.0801579164652	0.0388351010156	0.0444153974111	0.0513074743495	0.114913564623	0.0592278309017	0.0555218665045	0.0645321556761	0.145760687111	0.0899667003143	0.073601323023	0.0686680826304	0.04669875207	0.0607589841094	0.0682088113845	0.117005305824	0.0588135998974	0.0833649164697	0.0476145935485	0.114696510285	0.055360603126	0.0592911641911	0.0708264499541	0.113986049477	0.132100898931	0.120346818938	0.134631265082	0.188407717061	0.118612471176	0.0775516902402	0.145222179822	0.0738893238549	0.131194470832	0.0870355404827	0.0599581874054	0.0	0.11395713887	0.146991558421	0.126625333181	0.073436629541
SG1-TOP-2016-02mt-1b	0.100973022027	0.0839004255732	0.0543923164132	0.102525787854	0.0891688582835	0.0886043666255	0.108297057307	0.107525814775	0.0896434951303	0.054830181515	0.0925667910042	0.11641427398	0.0409699748838	0.112810708202	0.147516365149	0.109952501147	0.114426309947	0.101980186111	0.10231419444	0.0355442374533	0.131576271365	0.0879682554338	0.143712024916	0.0542793071472	0.0915602480381	0.0908196933565	0.0939550990794	0.105831192074	0.0933653996477	0.0961877859718	0.0349738476358	0.0916333640307	0.0684390208437	0.103126356125	0.034811345724	0.11999136095	0.0792849918916	0.150861636026	0.0448647461159	0.0467179438255	0.0320174678665	0.0510270253217	0.0929883458347	0.0348538229279	0.0572121379433	0.0531860550859	0.103082456513	0.0382289504832	0.100677327249	0.100626754106	0.11395713887	0.0	0.0575609280941	0.0375622523255	0.0937266664773
SG1-TOP-2016-02-17b	0.135945460559	0.120315510477	0.0508333914553	0.139541724881	0.123609015285	0.122623746068	0.141705346399	0.142861559723	0.126268311624	0.036037598478	0.127749106385	0.149815377153	0.0451126954128	0.148600779188	0.172449479868	0.138686948363	0.14837144325	0.136990370937	0.131237369934	0.0620005556453	0.160471296498	0.122775622714	0.179306226437	0.036199674785	0.119827438723	0.124707969156	0.123753600086	0.141726037594	0.127024347166	0.126771533185	0.0632688048513	0.125484706094	0.1022347656	0.138080809468	0.0592506521784	0.150580636684	0.110249573514	0.18168596561	0.0699861033908	0.0555259896092	0.0586679563021	0.0475802627105	0.0684358430108	0.0584077431102	0.086897561203	0.0395212919354	0.130023534846	0.0403910413767	0.126900951501	0.135053794558	0.146991558421	0.0575609280941	0.0	0.0490715294145	0.123123042713
SG1-TOP-2016-02-13b	0.110958469635	0.0967691681486	0.0470358534374	0.113471662238	0.0974489216942	0.100594293284	0.120706038442	0.117701486877	0.0966335677253	0.0456465586109	0.100119041672	0.127024194524	0.0338853131292	0.122011881568	0.165730604688	0.12615074823	0.128151868867	0.111349527903	0.114166555125	0.0363492562478	0.148003948817	0.096718564779	0.159684070767	0.0427708189944	0.107789088576	0.104665592844	0.109519362236	0.114475907682	0.10256677671	0.112192491972	0.0386169667927	0.107334963918	0.0783913148872	0.11966261306	0.0370805640634	0.135835334005	0.0883485316269	0.165691261484	0.0572546716937	0.0395572670215	0.0299965216726	0.03964599902	0.08446424584	0.0395856366617	0.0729425106303	0.0451549833598	0.119090698889	0.0371383347595	0.116336436543	0.113727328329	0.126625333181	0.0375622523255	0.0490715294145	0.0	0.109052133013
SG1-TOP-2015-06-5	0.0678587133451	0.0597715854587	0.127373712224	0.0761475353677	0.0675741029485	0.0602036751162	0.0601411490532	0.0778038031279	0.0687088573491	0.119880400665	0.0706620268256	0.0844139604417	0.110919801393	0.0820225157232	0.0928912377938	0.0497204424367	0.077954519182	0.072675694545	0.0400429375915	0.0988803371853	0.0710156110709	0.0607841671578	0.0908666367288	0.122421287189	0.0525946809799	0.0555773248882	0.0280478745697	0.0748045225199	0.0646347553871	0.025935110714	0.0923916745039	0.0602608954394	0.0722995048021	0.0430479307343	0.106361599906	0.062339268309	0.0647220710429	0.091822062202	0.0947382035815	0.118552579719	0.100608189182	0.119345625664	0.16439430614	0.0987198412747	0.0726517231744	0.119845722658	0.0335912594287	0.108979921244	0.0411364318257	0.04924412509	0.073436629541	0.0937266664773	0.123123042713	0.109052133013	0.0
