#sampleA	sampleB	fold_variance	rearangement_ave
SG1-2017-02-5	SG1-2015-06-4	0.136906031724	0.534226395492
SG1-2017-02-5	SG1-2015-06-5	0.144710339853	0.528154253142
SG1-2017-02-5	SG1-2016-02-1	0.188260811138	0.49638422138
SG1-2017-02-5	SG1-2016-02-2	0.14520181133	0.472060838259
SG1-2017-02-5	SG1-2016-02-3	0.196593461088	0.486148156102
SG1-2017-02-5	SG1-2016-02-4	0.126422047218	0.448275919527
SG1-2017-02-5	SG1-2016-02-5	0.163508003921	0.447182844173
SG1-2017-02-5	SG1-2017-02-1	0.10408709246	0.425424267787
SG1-2017-02-5	SG1-2017-02-2	0.106671564199	0.424951169104
SG1-2017-02-5	SG1-2017-02-3	0.0923075127512	0.416117008066
SG1-2017-02-5	SG1-2017-02-4	0.100856383618	0.437172199281
SG1-2017-02-5	SG1-2017-02-5	0.0	0.0
